Year,RK,Team,GP,PPG,FTM-PG,FTA-PG,FTM-T,FTA-T,FT%
2002,3,Michigan State,30,69.7,14.2,18.5,425,556,0.764
2002,4,Oklahoma,31,78.2,14.6,19.2,452,595,0.76
2002,5,UC Santa Barbara,30,66.2,15.6,20.6,468,619,0.756
2002,6,Tulsa,32,80.4,16.3,21.7,522,695,0.751
2002,7,NC State,32,75.7,16.2,21.6,519,692,0.75
2002,8,Illinois,32,77.3,18.8,25.3,603,808,0.746
2002,9,Siena,34,69.6,15.7,21.2,534,720,0.742
2002,10,Wake Forest,32,81.8,16.3,22.1,522,707,0.738
2002,11,Ole Miss,30,72.5,16.7,22.6,501,679,0.738
2002,12,Central Connecticut,31,71.8,16.2,22.1,503,684,0.735
2002,13,Georgia,30,76.1,15.8,21.5,473,644,0.734
2002,14,Gonzaga,32,81.6,18.9,25.9,605,828,0.731
2002,15,Creighton,30,75.9,15.9,21.7,476,652,0.73
2002,16,Arizona,31,83,19.3,26.4,597,818,0.73
2002,17,Alabama,33,76.2,17.5,24,577,792,0.729
2002,18,Pennsylvania,31,73.1,13.9,19.1,430,591,0.728
2002,19,Murray State,31,78.9,13.5,18.5,418,575,0.727
2002,20,Kent State,32,76.4,14.8,20.4,474,653,0.726
2002,21,Wisconsin,30,66.9,14.4,20,432,601,0.719
2002,22,Xavier,30,72.7,17.7,24.6,530,738,0.718
2002,23,Kansas,32,92,16.9,23.5,540,752,0.718
2002,24,Pepperdine,30,81.5,15.6,21.8,468,655,0.715
2002,25,Maryland,30,85.3,18.4,26,553,779,0.71
2002,26,Indiana,31,70.2,13.5,19.1,419,591,0.709
2002,27,Cincinnati,33,77.2,17,24.1,561,794,0.707
2002,28,Western Kentucky,31,78.2,14.4,20.4,445,631,0.705
2002,39,Charlotte,29,73.9,14.6,20.7,422,599,0.705
2002,30,Notre Dame,31,78.8,15,21.3,464,661,0.702
2002,31,Stanford,28,81.2,18.9,27,530,756,0.701
2002,32,Wyoming,29,75.6,20,28.7,580,831,0.698
2002,33,Florida,30,80.4,15.3,21.9,459,658,0.698
2002,34,USC,31,77.6,14.5,20.9,450,647,0.696
2002,35,Boston College,31,74.1,17.2,24.7,532,766,0.695
2002,36,Holy Cross,32,63.3,16.6,24,532,768,0.693
2002,37,Missouri,32,79.5,12.8,18.5,410,592,0.693
2002,38,Marquette,32,73.3,15.3,22.1,489,707,0.692
2002,39,UConn,30,77.9,15.6,22.6,468,677,0.691
2002,40,Duke,32,89.7,18.1,26.3,579,840,0.689
2002,41,Davidson,30,70.9,12.7,18.5,381,556,0.685
2002,42,Hawai'i,32,72.2,15.2,22.2,486,710,0.685
2002,43,Texas Tech,31,79.5,16.5,24.1,512,748,0.684
2002,44,Boston University,31,67.6,14,20.5,435,636,0.684
2002,45,Texas,31,79,16.8,24.6,520,762,0.682
2002,46,UCLA,30,73.9,13.6,19.9,408,598,0.682
2002,47,UNC Wilmington,31,67.1,13,19.2,404,594,0.68
2002,48,Utah,29,67.7,13.9,20.4,402,593,0.678
2002,49,California,30,72.6,14,20.7,420,622,0.675
2002,50,Ohio State,30,74.2,17,25.3,511,758,0.674
2002,51,Montana,30,71.9,15.8,23.5,475,706,0.673
2002,52,Kentucky,29,76.6,13,19.4,377,563,0.67
2002,53,Hampton,32,79.9,16.5,24.7,529,791,0.669
2002,54,St. John's,31,70.3,17,25.5,528,792,0.667
2002,55,Valparaiso,32,78,15.3,23,490,737,0.665
2002,56,Florida Atlantic,30,74.2,13.1,19.9,394,597,0.66
2002,57,San Diego State,32,74.7,15.2,23,485,736,0.659
2002,58,McNeese,29,70.5,15,22.8,435,661,0.658
2002,59,Winthrop,30,68.5,14.8,22.5,443,675,0.656
2002,60,UIC,33,73.9,15.4,23.6,508,778,0.653
2002,61,Mississippi State,33,74.2,14.5,22.3,478,735,0.65
2002,62,Oklahoma State,31,72,14.2,22.3,441,690,0.639
2002,63,Southern Illinois,33,75.9,15.1,24.4,499,804,0.621
2002,64,Pittsburgh,32,72.6,13.3,21.8,427,699,0.611
