Year,RK,Team,GP,PPG,FGM,FGA,FGM,FGA,FG%,2PM,2PA,2P%,PPS,FG%
2006,39,Marquette,30,74.7,26.6,58.7,798,1762,0.453,542,1121,0.483,1.27,0.526
2006,40,Murray State,30,71.3,26.1,57.7,783,1730,0.453,560,1105,0.507,1.24,0.517
2006,41,Pittsburgh,31,72.5,25.3,56,784,1735,0.452,590,1184,0.498,1.29,0.508
2006,42,Kentucky,33,70.5,25.9,57.5,855,1897,0.451,603,1188,0.508,1.23,0.517
2006,43,Winthrop,30,73.8,25.2,56,756,1679,0.45,525,1045,0.502,1.32,0.519
2006,44,Texas A&M,29,69.2,23.6,52.3,683,1518,0.45,493,988,0.499,1.32,0.513
2006,45,Pennsylvania,28,69.1,24.8,55.1,693,1542,0.449,507,962,0.527,1.25,0.51
2006,46,California,30,69.2,23.2,51.7,697,1551,0.449,533,1115,0.478,1.34,0.502
2006,47,Kent State,33,72.5,24.9,55.4,821,1828,0.449,593,1190,0.498,1.31,0.511
2006,48,Oklahoma,28,68.6,24.4,54.5,684,1525,0.449,515,1054,0.489,1.26,0.504
2006,49,Memphis,33,80.9,28.1,62.7,926,2068,0.448,675,1355,0.498,1.29,0.508
2006,50,Albany,31,68.9,23.2,51.9,719,1608,0.447,500,1034,0.484,1.33,0.515
2006,51,West Virginia,30,71.1,25.7,57.5,770,1724,0.447,466,844,0.552,1.24,0.535
2006,52,Bradley,30,71.5,26.1,58.7,783,1762,0.444,616,1254,0.491,1.22,0.492
2006,53,Monmouth,32,64.8,23.3,52.6,746,1683,0.443,543,1082,0.502,1.23,0.504
2006,54,Wichita State,32,68.8,24,54.2,768,1734,0.443,553,1147,0.482,1.27,0.505
2006,55,Arizona,31,72.9,27.3,61.7,846,1913,0.442,714,1495,0.478,1.18,0.477
2006,56,Southern,31,65.8,24.7,56,765,1735,0.441,626,1299,0.482,1.18,0.481
2006,57,Syracuse,34,72.9,26.3,59.8,893,2032,0.439,637,1285,0.496,1.22,0.502
2006,58,Milwaukee,29,74.2,25.9,59.2,750,1716,0.437,559,1147,0.487,1.25,0.493
2006,59,Wisconsin,30,71,25,57.9,751,1738,0.432,562,1185,0.474,1.23,0.486
2006,60,Iowa,33,66.4,23.1,53.6,763,1770,0.431,578,1218,0.475,1.24,0.483
2006,61,UNC Wilmington,32,67.7,24.2,56.7,775,1813,0.427,570,1196,0.477,1.19,0.484
2006,62,Villanova,29,75.4,25,58.8,726,1705,0.426,462,1022,0.452,1.28,0.503
2006,63,Hampton,31,66.8,24,57.3,743,1777,0.418,570,1231,0.463,1.17,0.467
2006,64,Southern Illinois,32,60.9,21.5,52.1,687,1666,0.412,508,1131,0.449,1.17,0.466
2005,65,Seton Hall,29,67.8,23.1,56.2,671,1629,0.412,503,1129,0.446,1.21,0.463
2005,1,Utah State,31,73,26.8,50.5,831,1566,0.531,653,1112,0.587,1.44,0.587
2005,2,Utah,32,68.8,24.3,46.9,777,1501,0.518,637,1128,0.565,1.47,0.564
2005,3,Gonzaga,29,79.7,27.6,54.5,800,1581,0.506,654,1207,0.542,1.46,0.552
2005,4,New Mexico,32,76.4,26.2,52.4,838,1676,0.5,573,1013,0.566,1.46,0.579
2005,5,Pacific,29,72.4,25.4,50.9,738,1476,0.5,555,994,0.558,1.42,0.562
2005,6,Oklahoma State,30,78.6,28,56.1,839,1684,0.498,619,1162,0.533,1.4,0.564
2005,7,North Carolina,31,88.8,30.5,61.4,944,1902,0.496,715,1330,0.538,1.45,0.557
2005,8,Michigan State,28,78.1,27.7,55.9,776,1565,0.496,584,1032,0.566,1.4,0.557
2005,9,Wake Forest,31,84.7,29.2,59.3,905,1837,0.493,671,1259,0.533,1.43,0.556
2005,10,Illinois,33,77.4,28.2,57.6,929,1901,0.489,642,1182,0.543,1.34,0.564
2005,11,Florida,30,76.9,26.8,54.8,803,1645,0.488,573,1060,0.541,1.4,0.558
2005,12,Syracuse,33,75.5,28,57.6,923,1901,0.486,770,1414,0.545,1.31,0.526
2005,13,Washington,32,86.3,31.4,65.1,1006,2082,0.483,773,1479,0.523,1.33,0.539
2005,14,Oklahoma,31,75.4,27.5,57,853,1767,0.483,644,1223,0.527,1.32,0.542
2005,15,Northern Iowa,31,72.9,26.6,55.2,825,1710,0.482,603,1134,0.532,1.32,0.547
2005,16,Alabama,31,75.9,25.6,53,793,1644,0.482,553,1035,0.534,1.43,0.555
2005,17,Eastern Kentucky,30,73.1,27.3,57.1,819,1714,0.478,631,1180,0.535,1.28,0.533
2005,18,George Washington,29,77.2,27.7,58.1,804,1685,0.477,648,1254,0.517,1.33,0.523
2005,19,Kansas,29,75.4,26.9,56.5,781,1638,0.477,584,1110,0.526,1.34,0.537
2005,20,Texas Tech,30,77.5,28.2,59.7,847,1790,0.473,710,1449,0.49,1.3,0.511
2005,21,Pittsburgh,28,72.4,25.5,53.9,713,1508,0.473,546,1069,0.511,1.34,0.528
2005,22,Arizona,33,79.7,29.1,61.8,961,2041,0.471,735,1479,0.497,1.29,0.526
2005,23,Louisville,33,81.2,26.8,57.5,883,1898,0.465,566,1109,0.51,1.41,0.549
2005,24,UCF,32,69.8,23.8,51.3,763,1641,0.465,491,910,0.54,1.36,0.548
2005,25,Ohio,31,71.8,24.4,52.5,755,1629,0.463,582,1092,0.533,1.37,0.517
2005,26,Nevada,30,70.2,24.9,53.8,748,1614,0.463,667,1315,0.507,1.3,0.489
2005,27,Iowa,32,73.2,25.7,55.4,821,1772,0.463,616,1231,0.5,1.32,0.521
2005,28,SE Louisiana,32,63.6,23.4,50.5,748,1615,0.463,634,1249,0.508,1.26,0.498
2005,29,LSU,29,75.5,26,56.1,753,1626,0.463,554,1086,0.51,1.35,0.524
2005,30,UTEP,34,75.4,25.9,55.9,879,1902,0.462,673,1340,0.502,1.35,0.516
2005,31,UConn,29,78.6,28,60.8,811,1762,0.46,662,1338,0.495,1.29,0.503
2005,32,Texas,30,77.6,26.4,57.4,792,1721,0.46,554,1104,0.502,1.35,0.529
2005,33,Kentucky,30,73.7,26.5,57.7,795,1732,0.459,599,1152,0.52,1.28,0.516
2005,34,NC State,32,73.8,25.2,54.9,806,1756,0.459,535,1022,0.523,1.35,0.536
2005,35,Chattanooga,36,74,26,56.8,937,2045,0.458,736,1387,0.531,1.3,0.507
2005,36,Minnesota,31,68.5,24.2,53,750,1644,0.456,585,1180,0.496,1.29,0.506
2005,37,Montana,30,69.2,23.4,51.4,702,1541,0.456,529,1047,0.505,1.35,0.512
2005,38,UAB,31,77.8,27.5,60.4,852,1873,0.455,648,1294,0.501,1.29,0.509
2005,39,Southern Illinois,33,67.4,25.3,55.8,836,1840,0.454,644,1317,0.489,1.21,0.507
2005,40,Fairleigh Dickinson,32,74.3,27.2,59.9,871,1918,0.454,657,1308,0.502,1.24,0.51
2005,41,Creighton,33,71.5,24.3,53.6,802,1770,0.453,517,1083,0.477,1.33,0.534
2005,42,Georgia Tech,30,74.6,26.7,58.9,801,1768,0.453,624,1230,0.507,1.27,0.503
2005,43,UCLA,28,74,25.8,56.9,722,1594,0.453,542,1076,0.504,1.3,0.509
2005,44,Boston College,28,71.9,25.5,56.5,715,1583,0.452,603,1243,0.485,1.27,0.487
2005,45,Duke,30,79.8,26.5,59.2,796,1775,0.448,527,1076,0.49,1.35,0.524
2005,46,Oakland,30,70.7,25.2,56.3,757,1689,0.448,569,1126,0.505,1.26,0.504
2005,47,Winthrop,32,68.2,23.3,52,745,1664,0.448,535,1086,0.493,1.31,0.511
2005,48,Milwaukee,29,74.9,26.1,58.5,757,1697,0.446,525,1036,0.507,1.28,0.514
2005,49,Louisiana,30,72.6,26,58.3,780,1749,0.446,584,1160,0.503,1.24,0.502
2005,50,Bucknell,31,63.6,21.3,47.7,659,1480,0.445,454,935,0.486,1.33,0.515
2005,51,Mississippi State,32,72.4,25.6,57.5,818,1839,0.445,632,1279,0.494,1.26,0.495
2005,52,Old Dominion,33,71.2,25.5,57.5,843,1897,0.444,640,1293,0.495,1.24,0.498
2005,53,Villanova,29,73.8,25.5,57.5,739,1668,0.443,533,1110,0.48,1.28,0.505
2005,54,West Virginia,31,70.2,24.5,55.4,759,1716,0.442,482,921,0.523,1.27,0.523
2005,55,Vermont,30,72.6,25.4,57.4,761,1723,0.442,506,1015,0.499,1.26,0.516
2005,56,Iowa State,29,68.4,25.2,57.2,732,1660,0.441,625,1295,0.483,1.19,0.473
2005,57,Saint Mary's,33,70.2,23.5,53.5,776,1767,0.439,546,1117,0.489,1.31,0.504
2005,58,Cincinnati,31,76.4,25.5,58.2,792,1805,0.439,587,1215,0.483,1.31,0.496
2005,59,Niagara,29,85.2,27.9,63.7,809,1847,0.438,545,1122,0.486,1.34,0.509
2005,60,Stanford,30,70.1,25,57.2,750,1715,0.437,630,1370,0.46,1.23,0.472
2005,61,Wisconsin,30,67.2,23.2,53.1,696,1592,0.437,479,1029,0.466,1.27,0.505
2005,62,Pennsylvania,28,68.5,23.5,53.9,659,1509,0.437,477,976,0.489,1.27,0.497
2005,63,Charlotte,28,78.4,26.4,61,740,1709,0.433,516,1100,0.469,1.28,0.499
2004,64,Delaware State,32,62.4,20.3,47.9,648,1533,0.423,440,926,0.475,1.3,0.491
2004,1,Gonzaga,28,83,29.3,56.4,821,1579,0.52,635,1137,0.558,1.47,0.579
2004,2,Oklahoma State,29,79.2,29.4,56.9,853,1650,0.517,710,1283,0.553,1.39,0.56
2004,3,Murray State,33,81.1,29.6,59.4,977,1960,0.498,761,1321,0.576,1.37,0.554
2004,4,Michigan State,29,71.4,25,50.5,725,1464,0.495,540,1006,0.537,1.42,0.558
2004,5,BYU,29,73.3,25.4,52.2,738,1514,0.487,577,1052,0.548,1.4,0.541
2004,6,Princeton,27,63.4,22.8,47,616,1268,0.486,452,794,0.569,1.35,0.55
2004,7,Arizona,30,87.6,31.5,65.1,946,1952,0.485,724,1377,0.526,1.35,0.541
2004,8,Stanford,30,73.9,26.5,54.8,796,1644,0.484,640,1218,0.525,1.35,0.532
2004,9,Florida,29,77.1,27,55.9,783,1621,0.483,547,995,0.55,1.38,0.556
2004,10,Air Force,28,60.2,20.3,42,568,1177,0.483,331,555,0.596,1.43,0.583
2004,11,Pittsburgh,33,69.2,25.7,53.3,849,1760,0.482,709,1313,0.54,1.3,0.522
2004,12,UConn,33,79.1,30.1,62.6,994,2067,0.481,783,1540,0.508,1.26,0.532
2004,13,Eastern Washington,29,70.6,25,52.2,726,1515,0.479,550,1046,0.526,1.35,0.537
2004,14,Saint Joseph's,28,77.8,27.2,56.8,761,1590,0.479,488,919,0.531,1.37,0.564
2004,15,UTEP,31,77.3,26,54.6,805,1692,0.476,613,1196,0.513,1.42,0.533
2004,16,Utah,32,65.1,23.4,49.4,749,1580,0.474,556,1092,0.509,1.32,0.535
2004,17,VCU,30,70.8,26.1,55,782,1650,0.474,585,1140,0.513,1.29,0.534
2004,18,Wake Forest,28,83.8,28.5,60.4,798,1692,0.472,584,1133,0.515,1.39,0.535
2004,19,Duke,31,79.5,27.4,58.1,849,1801,0.471,624,1197,0.521,1.37,0.534
2004,20,Georgia Tech,32,78.1,27.4,58.4,878,1868,0.47,646,1248,0.518,1.34,0.532
2004,21,Kentucky,29,72.6,26.6,56.6,771,1641,0.47,592,1136,0.521,1.28,0.524
2004,22,DePaul,30,70.9,25.6,54.6,769,1637,0.47,616,1215,0.507,1.3,0.516
2004,23,Pacific,31,69.1,23.1,49.3,717,1529,0.469,534,1017,0.525,1.4,0.529
2004,24,Louisiana,28,77.9,27.9,59.5,781,1666,0.469,549,1050,0.523,1.31,0.538
2004,25,Illinois,29,73.2,27,57.6,783,1671,0.469,582,1082,0.538,1.27,0.529
2004,26,Mississippi State,28,77.1,27.4,58.5,766,1638,0.468,585,1127,0.519,1.32,0.523
2004,27,Texas Tech,32,73.4,27.1,58.4,868,1870,0.464,750,1522,0.493,1.26,0.496
2004,28,Syracuse,28,72.9,27.7,59.8,775,1673,0.463,654,1285,0.509,1.22,0.499
2004,29,Western Michigan,30,79.2,27.4,59.2,823,1777,0.463,608,1211,0.502,1.34,0.524
2004,30,Washington,30,81.4,28.5,61.6,855,1847,0.463,660,1298,0.508,1.32,0.516
2004,31,North Carolina,28,83.1,29.6,64.1,830,1795,0.462,648,1281,0.506,1.3,0.513
2004,32,East Tennessee State,32,79.4,28.7,62,917,1985,0.462,722,1428,0.506,1.28,0.511
2004,33,UCF,30,71.2,25.9,56,776,1680,0.462,549,1042,0.527,1.27,0.529
2004,34,Kansas,29,75,27.1,58.7,786,1703,0.462,618,1197,0.516,1.28,0.511
2004,35,Seton Hall,29,71.9,26,56.7,755,1644,0.459,585,1162,0.503,1.27,0.511
2004,36,Nevada,31,75.8,26.7,58.5,829,1812,0.458,677,1370,0.494,1.3,0.499
2004,37,Cincinnati,30,76.9,27,59.1,811,1773,0.457,594,1209,0.491,1.3,0.519
2004,38,UIC,31,70,25.5,55.9,790,1733,0.456,635,1339,0.474,1.25,0.501
2004,39,Boston College,32,68.8,24.3,53.5,776,1711,0.454,656,1335,0.491,1.29,0.489
2004,40,Providence,28,71.5,24.8,54.7,694,1531,0.453,472,928,0.509,1.31,0.526
2004,41,Alabama,29,72.2,24.9,55,722,1594,0.453,515,1054,0.489,1.31,0.518
2004,42,NC State,29,73.3,24.7,54.6,715,1582,0.452,473,877,0.539,1.34,0.528
2004,43,Dayton,32,68,23.5,52.1,753,1667,0.452,549,1043,0.526,1.3,0.513
2004,44,Charlotte,29,79.3,27.1,60.2,787,1747,0.45,561,1089,0.515,1.32,0.515
2004,45,Vanderbilt,30,73.8,25.7,57.4,772,1721,0.449,538,1073,0.501,1.29,0.517
2004,46,Wisconsin,29,68.6,23.7,53.2,688,1543,0.446,518,1030,0.503,1.29,0.501
2004,47,Valparaiso,30,72.3,24.9,55.9,747,1677,0.445,588,1165,0.505,1.29,0.493
2004,48,Southern Illinois,29,71.3,26.3,59.2,763,1716,0.445,590,1190,0.496,1.2,0.495
2004,49,Texas,29,78.1,27.9,62.8,809,1821,0.444,607,1270,0.478,1.24,0.5
2004,50,UAB,29,74.6,27.6,62.2,799,1803,0.443,611,1234,0.495,1.2,0.495
2004,51,Manhattan,29,74.3,24.4,55.2,707,1601,0.442,540,1147,0.471,1.35,0.494
2004,52,Northern Iowa,30,69.6,23.4,53,702,1590,0.442,489,987,0.495,1.31,0.508
2004,53,Xavier,33,70.4,24.5,55.6,810,1836,0.441,559,1157,0.483,1.27,0.51
2004,54,Maryland,29,76.8,28,63.6,813,1843,0.441,664,1396,0.476,1.21,0.482
2004,55,South Carolina,33,70.9,25.2,57.8,831,1906,0.436,607,1228,0.494,1.23,0.495
2004,56,UTSA,32,73.6,24.9,57.3,798,1833,0.435,566,1200,0.472,1.28,0.499
2004,57,Liberty,32,69.4,24.9,58.2,797,1862,0.428,597,1212,0.493,1.19,0.482
2004,58,Vermont,30,66.4,23.8,55.9,715,1678,0.426,523,1093,0.478,1.19,0.483
2004,59,Memphis,28,73.6,24.8,58.6,693,1642,0.422,449,964,0.466,1.25,0.496
2004,60,Alabama State,30,61.4,20.6,48.7,617,1462,0.422,451,965,0.467,1.26,0.479
2004,61,Louisville,29,73.3,24.6,58.4,712,1694,0.42,481,1013,0.475,1.25,0.488
2004,62,Monmouth,32,68.8,22.9,54.7,734,1751,0.419,507,1103,0.46,1.26,0.484
2004,63,Florida A&M,30,72.1,23.1,55.8,692,1673,0.414,438,941,0.465,1.29,0.49
2003,64,Richmond,33,64.6,22.2,54.1,734,1785,0.411,546,1177,0.464,1.19,0.464
2003,1,Colorado State,32,74.8,26.8,52.5,858,1679,0.511,724,1310,0.553,1.43,0.551
2003,2,Central Michigan,30,80.5,27.1,53.5,814,1604,0.507,601,1054,0.57,1.5,0.574
2003,3,Pittsburgh,30,74.6,26.9,53.5,806,1605,0.502,615,1072,0.574,1.39,0.562
2003,4,Creighton,33,79.2,28.7,57.5,947,1896,0.499,684,1220,0.561,1.38,0.569
2003,5,Kansas,32,82.8,30.8,62.7,987,2007,0.492,832,1553,0.536,1.32,0.53
2003,6,Illinois,29,75.6,27.1,55.7,787,1615,0.487,572,1029,0.556,1.36,0.554
2003,7,Kentucky,31,78,28.7,58.9,889,1825,0.487,704,1308,0.538,1.32,0.538
2003,8,LSU,31,73.2,26.8,55.1,831,1707,0.487,622,1162,0.535,1.33,0.548
2003,9,Marquette,28,78.4,27.2,56.3,762,1575,0.484,600,1148,0.523,1.39,0.535
2003,10,Arizona State,30,76.8,27.6,57,827,1710,0.484,706,1335,0.529,1.35,0.519
2003,11,Butler,30,68.3,24.1,50.5,722,1514,0.477,471,866,0.544,1.35,0.56
2003,12,Florida,31,75.9,26.9,56.5,835,1752,0.477,566,1066,0.531,1.34,0.553
2003,13,Mississippi State,29,70.6,26.5,55.6,768,1613,0.476,605,1140,0.531,1.27,0.527
2003,14,San Diego,29,75.7,25.7,54,745,1565,0.476,539,1029,0.524,1.4,0.542
2003,15,Milwaukee,31,77.3,27.5,57.7,851,1789,0.476,613,1117,0.549,1.34,0.542
2003,16,UConn,30,80,29.5,62.2,886,1866,0.475,704,1395,0.505,1.29,0.524
2003,17,Southern Illinois,30,74.5,27.4,57.9,821,1736,0.473,638,1261,0.506,1.29,0.526
2003,18,Wagner,31,75.5,27.2,57.7,844,1788,0.472,626,1220,0.513,1.31,0.533
2003,19,Weber State,31,74.5,24.9,52.9,771,1639,0.47,589,1087,0.542,1.41,0.526
2003,20,Syracuse,29,80.1,29.2,62.2,848,1804,0.47,696,1344,0.518,1.29,0.512
2003,21,Gonzaga,31,77.1,26.1,55.5,808,1719,0.47,586,1128,0.52,1.39,0.535
2003,22,BYU,31,72.5,24,51.3,745,1590,0.469,553,1090,0.507,1.41,0.529
2003,23,Auburn,31,70.9,25.9,55.3,803,1714,0.468,626,1200,0.522,1.28,0.52
2003,24,East Tennessee State,30,82.3,29.2,62.4,875,1873,0.467,713,1409,0.506,1.32,0.51
2003,25,Pennsylvania,27,70.2,24,51.5,648,1391,0.466,405,801,0.506,1.36,0.553
2003,26,California,29,74.5,27.3,58.7,793,1703,0.466,607,1209,0.502,1.27,0.52
2003,27,Wisconsin,29,70.7,25,53.9,726,1563,0.464,545,1059,0.515,1.31,0.522
2003,28,Maryland,28,80.8,29.4,63.4,824,1774,0.464,635,1299,0.489,1.28,0.518
2003,29,Utah State,32,66.8,24.3,52.2,776,1671,0.464,648,1297,0.5,1.28,0.503
2003,30,Western Kentucky,32,74.1,26.2,56.5,838,1807,0.464,593,1137,0.522,1.31,0.532
2003,31,Sam Houston State,29,73.4,25.2,54.4,732,1579,0.464,544,1055,0.516,1.35,0.523
2003,32,Tulsa,31,73.5,26.4,57,818,1768,0.463,612,1200,0.51,1.29,0.521
2003,33,Holy Cross,30,70.4,24.5,53,735,1589,0.463,570,1135,0.502,1.33,0.514
2003,34,UNC Wilmington,30,71.4,26,56.4,781,1692,0.462,578,1140,0.507,1.27,0.522
2003,35,Arizona,28,85.2,30.3,65.7,849,1840,0.461,652,1278,0.51,1.3,0.515
2003,36,Oregon,32,82.2,28.6,62,915,1984,0.461,627,1248,0.502,1.33,0.534
2003,37,Austin Peay,30,71.3,24.5,53.1,734,1594,0.46,544,1062,0.512,1.34,0.52
2003,38,Louisville,30,81.8,28,60.9,839,1826,0.459,586,1123,0.522,1.34,0.529
2003,39,Utah,31,67,23.2,50.6,720,1570,0.459,497,987,0.504,1.32,0.53
2003,40,NC State,29,72.2,24.3,53.1,704,1541,0.457,470,882,0.533,1.36,0.533
2003,41,Wake Forest,29,78.4,26.1,57.2,758,1660,0.457,581,1146,0.507,1.37,0.51
2003,42,South Carolina State,30,72.8,24.8,54.4,744,1631,0.456,589,1167,0.505,1.34,0.504
2003,43,Xavier,31,78.5,27.1,59.5,839,1846,0.454,640,1294,0.495,1.32,0.508
2003,44,Duke,29,81.9,27.5,60.5,797,1754,0.454,586,1159,0.506,1.35,0.515
2003,45,IUPUI,33,71.5,24.6,54.4,811,1794,0.452,600,1183,0.507,1.31,0.511
2003,46,Dayton,29,72.8,24.5,54.2,710,1572,0.452,492,967,0.509,1.34,0.521
2003,47,Vermont,32,69.5,25.5,56.5,815,1807,0.451,640,1302,0.492,1.23,0.499
2003,48,Michigan State,31,67.2,23,51.1,714,1584,0.451,562,1169,0.481,1.32,0.499
2003,49,Manhattan,29,76.2,25.9,57.6,752,1669,0.451,592,1210,0.489,1.32,0.499
2003,50,Oklahoma State,30,69.7,25,55.7,751,1671,0.449,604,1281,0.472,1.25,0.493
2003,51,Oklahoma,29,71.9,25.5,56.8,740,1648,0.449,524,1101,0.476,1.27,0.515
2003,52,Notre Dame,31,80.1,27.2,60.7,844,1881,0.449,587,1206,0.487,1.32,0.517
2003,53,Texas,28,78.9,28,62.4,784,1748,0.449,620,1278,0.485,1.26,0.495
2003,54,Saint Joseph's,29,70.6,24.2,54.4,703,1578,0.446,470,944,0.498,1.3,0.519
2003,55,Colorado,31,75.5,27.2,61.3,843,1901,0.443,689,1428,0.482,1.23,0.484
2003,56,Missouri,30,72.6,26.3,59.4,790,1783,0.443,562,1149,0.489,1.22,0.507
2003,57,Stanford,31,72.3,25.6,58,795,1799,0.442,580,1198,0.484,1.25,0.502
2003,58,Memphis,29,74.5,26.3,60,762,1740,0.438,559,1158,0.483,1.24,0.496
2003,59,Purdue,28,71.8,23.8,54.4,665,1523,0.437,522,1089,0.479,1.32,0.484
2003,60,UNC Asheville,30,72.2,24.9,57.1,746,1714,0.435,550,1178,0.467,1.26,0.492
2003,61,Troy,31,80.5,28.7,66.2,891,2051,0.434,590,1164,0.507,1.22,0.508
2003,62,Indiana,33,70.5,23.3,54.8,770,1807,0.426,521,1090,0.478,1.29,0.495
2003,63,Alabama,28,69.3,24,57.2,673,1601,0.42,495,1045,0.474,1.21,0.476
2002,64,Cincinnati,28,67.3,22.9,56.7,641,1587,0.404,454,1041,0.436,1.19,0.463
2002,1,Kansas,32,92,34.5,67.6,1104,2162,0.511,908,1698,0.535,1.36,0.556
2002,2,Duke,32,89.7,31.6,63.4,1010,2028,0.498,738,1271,0.581,1.42,0.565
2002,3,Ohio State,30,74.2,25.8,52.6,773,1579,0.49,604,1141,0.529,1.41,0.543
2002,4,Oregon,31,85.9,28.9,59.2,896,1834,0.489,627,1200,0.523,1.45,0.562
2002,5,Hampton,32,79.9,28.4,58.5,909,1872,0.486,700,1279,0.547,1.37,0.541
2002,6,Maryland,30,85.3,30.4,63,913,1891,0.483,733,1404,0.522,1.35,0.53
2002,7,Pennsylvania,31,73.1,25.5,53,791,1644,0.481,536,1001,0.535,1.38,0.559
2002,8,UConn,30,77.9,29,60.3,869,1808,0.481,737,1465,0.503,1.29,0.517
2002,9,Mississippi State,33,74.2,27.1,56.4,894,1861,0.48,712,1344,0.53,1.32,0.529
2002,10,San Diego State,32,74.7,27.6,57.6,883,1843,0.479,743,1452,0.512,1.3,0.517
2002,11,Gonzaga,32,81.6,27.8,58.1,888,1858,0.478,658,1278,0.515,1.41,0.54
2002,12,Tulsa,32,80.4,28.3,59.3,904,1897,0.477,661,1298,0.509,1.36,0.541
2002,13,Wake Forest,32,81.8,29.3,61.6,938,1971,0.476,717,1351,0.531,1.33,0.532
2002,14,UCLA,30,73.9,26.8,56.4,803,1691,0.475,599,1189,0.504,1.31,0.535
2002,15,Marquette,32,73.3,26.4,55.7,844,1782,0.474,677,1344,0.504,1.32,0.52
2002,16,Kent State,32,76.4,27.6,58.3,883,1865,0.473,678,1312,0.517,1.31,0.528
2002,17,Florida,30,80.4,28.8,61.1,865,1833,0.472,641,1197,0.536,1.32,0.533
2002,18,Pittsburgh,32,72.6,26.4,56.3,846,1801,0.47,642,1174,0.547,1.29,0.526
2002,19,Utah,29,67.7,23,49,667,1420,0.47,441,859,0.513,1.38,0.549
2002,20,Western Kentucky,31,78.2,27.5,58.7,854,1821,0.469,584,1110,0.526,1.33,0.543
2002,21,Texas Tech,31,79.5,29.2,62.3,905,1932,0.468,763,1556,0.49,1.28,0.505
2002,22,Creighton,30,75.9,26.6,56.7,797,1702,0.468,589,1136,0.518,1.34,0.529
2002,23,Illinois,32,77.3,25.8,55.2,825,1766,0.467,604,1146,0.527,1.4,0.53
2002,24,Michigan State,30,69.7,24.9,53.4,747,1601,0.467,574,1166,0.492,1.31,0.521
2002,25,Cincinnati,33,77.2,27.2,58.4,898,1927,0.466,708,1398,0.506,1.32,0.515
2002,26,Ole Miss,30,72.5,24.1,51.9,724,1556,0.465,499,973,0.513,1.4,0.538
2002,27,Southern Illinois,33,75.9,27.2,58.9,899,1943,0.463,691,1384,0.499,1.29,0.516
2002,28,Arizona,31,83,28,60.6,868,1878,0.462,629,1249,0.504,1.37,0.526
2002,29,Notre Dame,31,78.8,28.2,61.2,874,1898,0.46,644,1291,0.499,1.29,0.521
2002,30,Central Connecticut,31,71.8,25.6,56,795,1735,0.458,662,1351,0.49,1.28,0.497
2002,31,Missouri,32,79.5,28.8,62.8,920,2008,0.458,626,1257,0.498,1.27,0.531
2002,32,Pepperdine,30,81.5,29.2,64.1,877,1922,0.456,654,1315,0.497,1.27,0.514
2002,33,Wyoming,29,75.6,25.6,56.2,743,1630,0.456,618,1215,0.509,1.34,0.494
2002,34,Montana,30,71.9,24.5,53.9,736,1617,0.455,527,1037,0.508,1.33,0.52
2002,35,California,30,72.6,26.4,58,791,1741,0.454,615,1185,0.519,1.25,0.505
2002,36,NC State,32,75.7,25.6,56.4,819,1804,0.454,554,1066,0.52,1.34,0.527
2002,37,Stanford,28,81.2,27.6,60.8,772,1703,0.453,573,1130,0.507,1.33,0.512
2002,38,Hawai'i,32,72.2,24.8,54.8,795,1754,0.453,562,1144,0.491,1.32,0.52
2002,39,Texas,31,79,28.1,62.1,871,1924,0.453,684,1418,0.482,1.27,0.501
2002,40,Murray State,31,78.9,29.5,65.2,914,2022,0.452,714,1395,0.512,1.21,0.501
2002,41,Indiana,31,70.2,24.7,54.8,767,1698,0.452,544,1132,0.481,1.28,0.517
2002,42,Xavier,30,72.7,24.4,54.2,733,1626,0.451,547,1107,0.494,1.34,0.508
2002,43,Valparaiso,32,78,27.2,60.3,870,1931,0.451,604,1170,0.516,1.29,0.519
2002,44,Oklahoma State,31,72,26.3,58.4,814,1810,0.45,651,1316,0.495,1.23,0.495
2002,45,UC Santa Barbara,30,66.2,22.2,49.4,666,1482,0.449,481,1010,0.476,1.34,0.512
2002,46,Kentucky,29,76.6,28.4,63.4,824,1839,0.448,627,1201,0.522,1.21,0.502
2002,47,Oklahoma,31,78.2,28.4,63.6,881,1971,0.447,670,1384,0.484,1.23,0.501
2002,48,Georgia,30,76.1,27.2,61,817,1829,0.447,640,1267,0.505,1.25,0.495
2002,49,UIC,33,73.9,25.5,57.5,843,1896,0.445,597,1299,0.46,1.29,0.509
2002,50,Charlotte,29,73.9,25.5,57.5,740,1668,0.444,500,1018,0.491,1.28,0.516
2002,51,McNeese,29,70.5,24.9,56.2,721,1629,0.443,554,1179,0.47,1.25,0.494
2002,52,USC,31,77.6,28.5,64.5,882,2000,0.441,691,1446,0.478,1.2,0.489
2002,53,Alabama,33,76.2,26.2,59.6,864,1967,0.439,655,1291,0.507,1.28,0.492
2002,54,Wisconsin,30,66.9,23,52.4,689,1572,0.438,492,1013,0.486,1.28,0.501
2002,55,Davidson,30,70.9,25,57.5,751,1725,0.435,506,1034,0.489,1.23,0.506
2002,56,UNC Wilmington,31,67.1,23.7,54.5,734,1691,0.434,526,1139,0.462,1.23,0.496
2002,57,Miami,31,74.7,25.6,59.2,795,1835,0.433,565,1174,0.481,1.26,0.496
2002,58,Boston University,31,67.6,23.6,55,731,1704,0.429,533,1161,0.459,1.23,0.487
