Year,RK,Team,GP,BLK,PF,BLKPG,BLK/PF,,
2021,1,Florida,23,125,427,5.43,0.29,,
2021,2,VCU,26,140,485,5.38,0.29,,
2021,3,USC,29,153,450,5.28,0.34,,
2021,4,UConn,22,116,415,5.27,0.28,,
2021,5,Rutgers,26,136,459,5.23,0.3,,
2021,6,Arkansas,28,145,475,5.18,0.31,,
2021,7,Florida State,22,113,408,5.14,0.28,,
2021,8,Morehead State,30,150,432,5,0.35,,
2021,9,Tennessee,26,128,428,4.92,0.3,,
2021,10,Syracuse,25,123,364,4.92,0.34,,
2021,11,Utah State,28,136,423,4.86,0.32,,
2021,12,North Carolina,28,132,472,4.71,0.28,,
2021,13,Michigan State,27,126,535,4.67,0.24,,
2021,14,Houston,27,126,506,4.67,0.25,,
2021,15,Texas Southern,24,111,431,4.63,0.26,,
2021,16,Iowa,29,131,436,4.52,0.3,,
2021,17,Oklahoma State,28,123,470,4.39,0.26,,
2021,18,Alabama,30,131,554,4.37,0.24,,
2021,19,Virginia,24,104,310,4.33,0.34,,
2021,20,Michigan,24,103,354,4.29,0.29,,
2021,21,Mount St. Mary's,22,91,328,4.14,0.28,,
2021,22,Oral Roberts,26,106,461,4.08,0.23,,
2021,23,Texas Tech,27,110,469,4.07,0.23,,
2021,24,Kansas,28,114,427,4.07,0.27,,
2021,25,Virginia Tech,21,83,338,3.95,0.25,,
2021,26,Iona,17,67,370,3.94,0.18,,
2021,27,UNC Greensboro,29,114,524,3.93,0.22,,
2021,28,St. Bonaventure,20,78,306,3.9,0.25,,
2021,29,Texas,26,101,515,3.88,0.2,,
2021,30,Georgetown,25,97,397,3.88,0.24,,
2021,31,Wisconsin,29,110,471,3.79,0.23,,
2021,32,Baylor,24,90,412,3.75,0.22,,
2021,33,Oregon,26,94,407,3.62,0.23,,
2021,34,Wichita State,21,75,329,3.57,0.23,,
2021,35,Colgate,15,53,235,3.53,0.23,,
2021,36,Missouri,25,88,494,3.52,0.18,,
2021,37,Creighton,28,98,434,3.5,0.23,,
2021,38,Appalachian State,28,97,386,3.46,0.25,,
2021,39,Oklahoma,25,86,361,3.44,0.24,,
2021,40,Ohio State,30,103,557,3.43,0.18,,
2021,41,Purdue,27,92,473,3.41,0.19,,
2021,42,Georgia Tech,25,85,392,3.4,0.22,,
2021,43,Maryland,29,98,431,3.38,0.23,,
2021,44,Oregon State,29,96,547,3.31,0.18,,
2021,45,Norfolk State,23,76,453,3.3,0.17,,
2021,46,Abilene Christian,27,84,524,3.11,0.16,,
2021,47,Drake,29,86,455,2.97,0.19,,
2021,48,North Texas,26,77,409,2.96,0.19,,
2021,49,Grand Canyon,23,68,393,2.96,0.17,,
2021,50,Clemson,23,66,361,2.87,0.18,,
2021,51,Eastern Washington,23,66,390,2.87,0.17,,
2021,52,San Diego State,27,77,503,2.85,0.15,,
2021,53,West Virginia,27,77,442,2.85,0.17,,
2021,54,Gonzaga,26,74,433,2.85,0.17,,
2021,55,Illinois,29,82,521,2.83,0.16,,
2021,56,BYU,26,73,469,2.81,0.16,,
2021,57,LSU,27,75,467,2.78,0.16,,
2021,58,UC Santa Barbara,26,72,413,2.77,0.17,,
2021,59,Colorado,30,83,487,2.77,0.17,,
2021,60,UCLA,26,69,415,2.65,0.17,,
2021,61,Cleveland State,26,65,499,2.5,0.13,,
2021,62,Loyola Chicago,28,67,399,2.39,0.17,,
2021,63,Winthrop,24,57,436,2.38,0.13,,
2021,64,Drexel,19,45,288,2.37,0.16,,
2021,65,Liberty,28,64,407,2.29,0.16,,
2021,66,Ohio,23,49,371,2.13,0.13,,
2021,67,Hartford,23,47,371,2.04,0.13,,
2021,68,Villanova,22,32,341,1.45,0.09,,
2019,1,Duke,34,232,539,6.82,0.43,,
2019,2,Washington,34,195,625,5.74,0.31,,
2019,3,Gonzaga,33,181,530,5.48,0.34,,
2019,4,Michigan State,33,180,565,5.45,0.32,,
2019,5,Tennessee,33,179,575,5.42,0.31,,
2019,6,Kentucky,33,167,537,5.06,0.31,,
2019,7,Mississippi State,33,164,564,4.97,0.29,,
2019,8,Texas Tech,32,157,569,4.91,0.28,,
2019,9,Auburn,34,163,621,4.79,0.26,,
2019,10,Syracuse,33,158,574,4.79,0.28,,
2019,11,Maryland,32,152,495,4.75,0.31,,
2019,12,Baylor,32,152,599,4.75,0.25,,
2019,13,Georgia State,32,152,554,4.75,0.27,,
2019,14,Iowa State,34,158,502,4.65,0.31,,
2019,15,Murray State,31,142,505,4.58,0.28,,
2019,16,Old Dominion,34,155,560,4.56,0.28,,
2019,17,Cincinnati,33,150,529,4.55,0.28,,
2019,18,VCU,32,145,634,4.53,0.23,,
2019,19,Houston,33,149,629,4.52,0.24,,
2019,20,UCF,31,139,524,4.48,0.27,,
2019,21,Yale,28,121,476,4.32,0.25,,
2019,22,LSU,32,138,597,4.31,0.23,,
2019,23,Florida State,34,145,651,4.26,0.22,,
2019,24,UC Irvine,35,149,648,4.26,0.23,,
2019,25,Marquette,33,140,615,4.24,0.23,,
2019,26,Oregon,35,148,622,4.23,0.24,,
2019,27,Wisconsin,33,139,497,4.21,0.28,,
2019,28,Utah State,34,143,631,4.21,0.23,,
2019,29,Michigan,33,138,466,4.18,0.3,,
2019,30,Buffalo,34,138,617,4.06,0.22,,
2019,31,Purdue,32,129,560,4.03,0.23,,
2019,32,Vermont,33,133,541,4.03,0.25,,
2019,33,Northern Kentucky,34,136,647,4,0.21,,
2019,34,Minnesota,34,136,550,4,0.25,,
2019,35,Saint Louis,34,134,601,3.94,0.22,,
2019,36,Kansas,34,134,574,3.94,0.23,,
2019,37,Nevada,33,129,563,3.91,0.23,,
2019,38,Seton Hall,33,129,619,3.91,0.21,,
2019,39,Virginia,32,122,469,3.81,0.26,,
2019,40,Bradley,34,129,595,3.79,0.22,,
2019,41,Belmont,31,117,481,3.77,0.24,,
2019,42,Florida,34,126,582,3.71,0.22,,
2019,43,Fairleigh Dickinson,33,120,554,3.64,0.22,,
2019,44,Ole Miss,32,116,579,3.63,0.2,,
2019,45,North Carolina,33,117,566,3.55,0.21,,
2019,46,Colgate,34,120,532,3.53,0.23,,
2019,47,St. John's,33,110,628,3.33,0.18,,
2019,48,Iowa,33,108,529,3.27,0.2,,
2019,49,Arizona State,32,103,635,3.22,0.16,,
2019,50,Oklahoma,32,99,504,3.09,0.2,,
2019,51,Montana,34,103,636,3.03,0.16,,
2019,52,Villanova,34,103,558,3.03,0.18,,
2019,53,Louisville,33,99,569,3,0.17,,
2019,54,Wofford,33,99,558,3,0.18,,
2019,55,Gardner-Webb,34,99,545,2.91,0.18,,
2019,56,Iona,32,89,550,2.78,0.16,,
2019,57,North Carolina Central,33,91,590,2.76,0.15,,
2019,58,Abilene Christian,33,90,619,2.73,0.15,,
2019,59,Liberty,34,91,513,2.68,0.18,,
2019,60,New Mexico State,34,89,613,2.62,0.15,,
2019,61,Saint Mary's,33,84,559,2.55,0.15,,
2019,62,Ohio State,33,83,591,2.52,0.14,,
2019,63,North Dakota State,33,82,492,2.48,0.17,,
2019,64,Virginia Tech,32,74,489,2.31,0.15,,
2019,65,Kansas State,33,75,532,2.27,0.14,,
2019,66,Temple,32,72,559,2.25,0.13,,
2019,67,Northeastern,33,71,528,2.15,0.13,,
2019,68,Prairie View A&M,34,54,739,1.59,0.07,,
2018,1,Michigan State,33,243,596,7.36,0.41,,
2018,2,Marshall,34,202,586,5.94,0.34,,
2018,3,Texas A&M,32,189,536,5.91,0.35,,
2018,4,Syracuse,33,184,538,5.58,0.34,,
2018,5,Cincinnati,33,183,522,5.55,0.35,,
2018,6,Alabama,34,186,645,5.47,0.29,,
2018,7,Auburn,32,173,635,5.41,0.27,,
2018,8,Duke,33,177,515,5.36,0.34,,
2018,9,West Virginia,34,179,725,5.26,0.25,,
2018,10,Florida State,31,160,566,5.16,0.28,,
2018,11,Purdue,34,171,528,5.03,0.32,,
2018,12,Texas,33,164,531,4.97,0.31,,
2018,13,Kentucky,33,160,623,4.85,0.26,,
2018,14,Clemson,32,155,512,4.84,0.3,,
2018,15,Florida,32,151,552,4.72,0.27,,
2018,16,Oklahoma,31,146,533,4.71,0.27,,
2018,17,Arkansas,34,157,686,4.62,0.23,,
2018,18,Arizona,34,155,592,4.56,0.26,,
2018,19,Georgia State,33,150,603,4.55,0.25,,
2018,20,Tennessee,32,145,625,4.53,0.23,,
2018,21,Bucknell,34,151,632,4.44,0.24,,
2018,22,Texas Tech,33,141,599,4.27,0.24,,
2018,23,North Carolina,35,149,550,4.26,0.27,,
2018,24,Missouri,32,136,573,4.25,0.24,,
2018,25,Buffalo,34,143,719,4.21,0.2,,
2018,26,Kansas,34,142,519,4.18,0.27,,
2018,27,Nevada,34,139,586,4.09,0.24,,
2018,28,Iowa,33,134,548,4.06,0.24,,
2018,29,Ohio State,32,128,556,4,0.23,,
2018,30,Villanova,34,135,539,3.97,0.25,,
2018,31,Miami,31,123,505,3.97,0.24,,
2018,32,Texas Southern,34,134,599,3.94,0.22,,
2018,33,Wichita State,32,126,563,3.94,0.22,,
2018,34,UCLA,32,125,574,3.91,0.22,,
2018,35,UNC Greensboro,34,131,628,3.85,0.21,,
2018,36,NC State,32,122,579,3.81,0.21,,
2018,37,Providence,34,128,601,3.76,0.21,,
2018,38,Virginia,33,123,464,3.73,0.27,,
2018,39,Gonzaga,34,126,580,3.71,0.22,,
2018,40,Charleston,33,119,540,3.61,0.22,,
2018,41,St. Bonaventure,32,115,641,3.59,0.18,,
2018,42,TCU,32,115,537,3.59,0.21,,
2018,43,Arizona State,31,111,585,3.58,0.19,,
2018,44,Seton Hall,32,112,567,3.5,0.2,,
2018,45,Rhode Island,31,107,593,3.45,0.18,,
2018,46,Montana,33,112,695,3.39,0.16,,
2018,47,North Carolina Central,34,115,633,3.38,0.18,,
2018,48,Long Island University,34,111,668,3.26,0.17,,
2018,49,CSU Fullerton,31,101,554,3.26,0.18,,
2018,50,San Diego State,32,102,545,3.19,0.19,,
2018,51,Michigan,35,111,546,3.17,0.2,,
2018,52,Murray State,31,98,536,3.16,0.18,,
2018,53,Houston,32,101,674,3.16,0.15,,
2018,54,Lipscomb,32,100,638,3.13,0.16,,
2018,55,New Mexico State,33,102,591,3.09,0.17,,
2018,56,Iona,33,101,571,3.06,0.18,,
2018,57,Stephen F. Austin,34,104,742,3.06,0.14,,
2018,58,Kansas State,33,99,607,3,0.16,,
2018,59,Radford,34,100,556,2.94,0.18,,
2018,60,Butler,33,97,602,2.94,0.16,,
2018,61,Xavier,33,97,558,2.94,0.17,,
2018,62,Pennsylvania,31,87,539,2.81,0.16,,
2018,63,Creighton,32,85,480,2.66,0.18,,
2018,64,UMBC,34,85,562,2.5,0.15,,
2018,65,Loyola Chicago,33,82,456,2.48,0.18,,
2018,66,North Carolina A&T,34,79,614,2.32,0.13,,
2018,67,South Dakota State,34,78,547,2.29,0.14,,
2018,68,Virginia Tech,32,73,502,2.28,0.15,,
2018,69,Wright State,34,75,541,2.21,0.14,,
2018,70,Davidson,31,59,467,1.9,0.13,,
2017,1,Minnesota,33,224,556,6.79,0.4,,
2017,2,Oregon,34,226,545,6.65,0.41,,
2017,3,Rhode Island,33,201,688,6.09,0.29,,
2017,4,Louisville,32,175,622,5.47,0.28,,
2017,5,USC,33,179,524,5.42,0.34,,
2017,6,UCLA,33,178,542,5.39,0.33,,
2017,7,Kentucky,34,180,654,5.29,0.28,,
2017,8,Winthrop,32,168,583,5.25,0.29,,
2017,9,Florida State,33,168,641,5.09,0.26,,
2017,10,Cincinnati,34,173,542,5.09,0.32,,
2017,11,Northwestern,34,170,647,5,0.26,,
2017,12,Florida,32,155,594,4.84,0.26,,
2017,13,Baylor,32,154,566,4.81,0.27,,
2017,14,Michigan State,33,158,667,4.79,0.24,,
2017,15,East Tennessee State,34,162,679,4.76,0.24,,
2017,16,Arkansas,34,161,699,4.74,0.23,,
2017,17,Maryland,32,151,594,4.72,0.25,,
2017,18,Kansas,32,150,578,4.69,0.26,,
2017,19,West Virginia,34,159,694,4.68,0.23,,
2017,20,Duke,35,157,632,4.49,0.25,,
2017,21,Gonzaga,33,147,541,4.45,0.27,,
2017,22,Vermont,34,150,539,4.41,0.28,,
2017,23,Nevada,34,148,567,4.35,0.26,,
2017,24,Virginia,32,130,520,4.06,0.25,,
2017,25,Dayton,31,125,578,4.03,0.22,,
2017,26,Mount St. Mary's,34,136,612,4,0.22,,
2017,27,VCU,34,134,696,3.94,0.19,,
2017,28,Miami,32,124,498,3.88,0.25,,
2017,29,South Carolina,32,124,665,3.88,0.19,,
2017,30,Kent State,35,135,668,3.86,0.2,,
2017,31,Bucknell,34,130,630,3.82,0.21,,
2017,32,New Mexico State,33,126,609,3.82,0.21,,
2017,33,Kansas State,33,125,585,3.79,0.21,,
2017,34,Notre Dame,34,128,503,3.76,0.25,,
2017,35,Vanderbilt,34,128,565,3.76,0.23,,
2017,36,Wake Forest,32,120,643,3.75,0.19,,
2017,37,Wichita State,34,127,643,3.74,0.2,,
2017,38,Jacksonville State,34,126,614,3.71,0.21,,
2017,39,Marquette,31,112,600,3.61,0.19,,
2017,40,Iowa State,33,118,526,3.58,0.22,,
2017,41,Wisconsin,34,121,535,3.56,0.23,,
2017,42,Troy,36,127,635,3.53,0.2,,
2017,43,Florida Gulf Coast,33,115,613,3.48,0.19,,
2017,44,UNC Wilmington,34,117,679,3.44,0.17,,
2017,45,SMU,34,117,490,3.44,0.24,,
2017,46,North Carolina Central,33,113,572,3.42,0.2,,
2017,47,UC Davis,34,115,657,3.38,0.18,,
2017,48,Arizona,34,110,577,3.24,0.19,,
2017,49,North Carolina,34,110,605,3.24,0.18,,
2017,50,Saint Mary's,32,102,472,3.19,0.22,,
2017,51,Texas Southern,34,107,589,3.15,0.18,,
2017,52,Villanova,34,105,482,3.09,0.22,,
2017,53,Princeton,29,89,468,3.07,0.19,,
2017,54,New Orleans,31,95,544,3.06,0.17,,
2017,55,Oklahoma State,32,96,708,3,0.14,,
2017,56,Providence,32,96,548,3,0.18,,
2017,57,Iona,34,101,652,2.97,0.15,,
2017,58,North Dakota,31,91,647,2.94,0.14,,
2017,59,Creighton,34,99,563,2.91,0.18,,
2017,60,Middle Tennessee,34,97,614,2.85,0.16,,
2017,61,Butler,31,87,586,2.81,0.15,,
2017,62,Northern Kentucky,34,95,600,2.79,0.16,,
2017,63,Virginia Tech,32,89,525,2.78,0.17,,
2017,64,Michigan,35,97,527,2.77,0.18,,
2017,65,Xavier,34,91,636,2.68,0.14,,
2017,66,Purdue,32,80,504,2.5,0.16,,
2017,67,Seton Hall,32,79,595,2.47,0.13,,
2017,68,South Dakota State,34,79,567,2.32,0.14,,
2016,1,Oregon,34,201,607,5.91,0.33,,
2016,2,Cincinnati,32,186,498,5.81,0.37,,
2016,3,Kentucky,33,186,676,5.64,0.28,,
2016,4,Vanderbilt,32,177,610,5.53,0.29,,
2016,5,USC,33,180,576,5.45,0.31,,
2016,6,Maryland,33,178,547,5.39,0.33,,
2016,7,Oklahoma,32,168,538,5.25,0.31,,
2016,8,Michigan State,33,170,630,5.15,0.27,,
2016,9,CSU Bakersfield,32,162,686,5.06,0.24,,
2016,10,UConn,33,167,592,5.06,0.28,,
2016,11,Colorado,33,165,616,5,0.27,,
2016,12,Iowa,31,150,504,4.84,0.3,,
2016,13,California,33,159,682,4.82,0.23,,
2016,14,Chattanooga,34,163,577,4.79,0.28,,
2016,15,Arizona,33,158,599,4.79,0.26,,
2016,16,Purdue,33,154,570,4.67,0.27,,
2016,17,Seton Hall,33,154,616,4.67,0.25,,
2016,18,Stony Brook,32,148,509,4.63,0.29,,
2016,19,Green Bay,35,161,701,4.6,0.23,,
2016,20,Yale,28,128,497,4.57,0.26,,
2016,21,Dayton,32,142,610,4.44,0.23,,
2016,22,North Carolina,34,149,609,4.38,0.24,,
2016,23,Texas,32,140,664,4.38,0.21,,
2016,24,UNC Wilmington,32,140,760,4.38,0.18,,
2016,25,Utah,34,145,524,4.26,0.28,,
2016,26,Iowa State,32,135,496,4.22,0.27,,
2016,27,Texas Tech,31,130,573,4.19,0.23,,
2016,28,Duke,33,138,548,4.18,0.25,,
2016,29,Iona,32,132,621,4.13,0.21,,
2016,30,Kansas,34,139,640,4.09,0.22,,
2016,31,Syracuse,32,130,530,4.06,0.25,,
2016,32,Baylor,33,133,636,4.03,0.21,,
2016,33,Florida Gulf Coast,33,132,637,4,0.21,,
2016,34,Fresno State,34,135,741,3.97,0.18,,
2016,35,Indiana,32,127,582,3.97,0.22,,
2016,36,Notre Dame,32,125,496,3.91,0.25,,
2016,37,VCU,33,125,644,3.79,0.19,,
2016,38,Hampton,31,117,638,3.77,0.18,,
2016,39,Texas A&M,33,124,594,3.76,0.21,,
2016,40,Hawai'i,32,120,648,3.75,0.19,,
2016,41,Pittsburgh,32,118,562,3.69,0.21,,
2016,42,Wichita State,32,118,644,3.69,0.18,,
2016,43,Miami,32,116,530,3.63,0.22,,
2016,44,Buffalo,34,123,722,3.62,0.17,,
2016,45,Providence,33,119,556,3.61,0.21,,
2016,46,Stephen F. Austin,32,114,660,3.56,0.17,,
2016,47,Southern,34,121,659,3.56,0.18,,
2016,48,Middle Tennessee,33,116,672,3.52,0.17,,
2016,49,Weber State,34,119,598,3.5,0.2,,
2016,50,Saint Joseph's,33,113,524,3.42,0.22,,
2016,51,Villanova,34,116,596,3.41,0.19,,
2016,52,Oregon State,31,104,624,3.35,0.17,,
2016,53,Butler,31,104,615,3.35,0.17,,
2016,54,UNC Asheville,33,110,575,3.33,0.19,,
2016,55,Little Rock,32,103,591,3.22,0.17,,
2016,56,Wisconsin,32,102,541,3.19,0.19,,
2016,57,Temple,32,100,516,3.13,0.19,,
2016,58,Xavier,32,98,645,3.06,0.15,,
2016,59,Gonzaga,33,98,577,2.97,0.17,,
2016,60,Virginia,33,97,540,2.94,0.18,,
2016,61,Austin Peay,35,101,610,2.89,0.17,,
2016,62,Fairleigh Dickinson,32,86,694,2.69,0.12,,
2016,63,Tulsa,31,83,548,2.68,0.15,,
2016,64,Northern Iowa,34,88,515,2.59,0.17,,
2016,65,West Virginia,34,86,792,2.53,0.11,,
2016,66,Holy Cross,33,83,555,2.52,0.15,,
2016,67,South Dakota State,33,82,651,2.48,0.13,,
2016,68,Michigan,34,74,530,2.18,0.14,,
2015,1,Texas,33,260,533,7.88,0.49,,
2015,2,Kentucky,34,234,579,6.88,0.4,,
2015,3,St. John's,32,208,566,6.5,0.37,,
2015,4,LSU,32,198,506,6.19,0.39,,
2015,5,Louisville,32,176,567,5.5,0.31,,
2015,6,Cincinnati,32,174,469,5.44,0.37,,
2015,7,Purdue,33,176,623,5.33,0.28,,
2015,8,NC State,33,175,580,5.3,0.3,,
2015,9,UAB,34,176,599,5.18,0.29,,
2015,10,Ohio State,33,168,529,5.09,0.32,,
2015,11,Oklahoma State,31,156,596,5.03,0.26,,
2015,12,Oklahoma,32,161,525,5.03,0.31,,
2015,13,Utah,32,161,534,5.03,0.3,,
2015,14,UC Irvine,33,166,567,5.03,0.29,,
2015,15,San Diego State,34,171,486,5.03,0.35,,
2015,16,Kansas,34,171,599,5.03,0.29,,
2015,17,Georgetown,31,152,625,4.9,0.24,,
2015,18,Eastern Washington,34,165,600,4.85,0.28,,
2015,19,Arkansas,34,162,644,4.76,0.25,,
2015,20,Valparaiso,33,157,543,4.76,0.29,,
2015,21,Iowa,32,150,508,4.69,0.3,,
2015,22,Providence,33,154,606,4.67,0.25,,
2015,23,Georgia,32,149,587,4.66,0.25,,
2015,24,Harvard,29,133,456,4.59,0.29,,
2015,25,Michigan State,34,155,630,4.56,0.25,,
2015,26,North Carolina,35,154,674,4.4,0.23,,
2015,27,Oregon,34,147,623,4.32,0.24,,
2015,28,VCU,35,151,674,4.31,0.22,,
2015,29,SMU,33,142,537,4.3,0.26,,
2015,30,Virginia,32,137,456,4.28,0.3,,
2015,31,Maryland,33,139,545,4.21,0.26,,
2015,32,Georgia State,33,139,607,4.21,0.23,,
2015,33,North Florida,34,142,545,4.18,0.26,,
2015,34,Hampton,33,135,711,4.09,0.19,,
2015,35,Buffalo,32,129,584,4.03,0.22,,
2015,36,Villanova,34,137,562,4.03,0.24,,
2015,37,Baylor,33,131,552,3.97,0.24,,
2015,38,Wichita State,32,122,534,3.81,0.23,,
2015,39,Northeastern,34,129,484,3.79,0.27,,
2015,40,Iowa State,33,124,512,3.76,0.24,,
2015,41,Duke,33,124,528,3.76,0.23,,
2015,42,North Dakota State,32,120,482,3.75,0.25,,
2015,43,UCLA,33,123,590,3.73,0.21,,
2015,44,Ole Miss,32,118,626,3.69,0.19,,
2015,45,New Mexico State,33,121,526,3.67,0.23,,
2015,46,Stephen F. Austin,33,119,716,3.61,0.17,,
2015,47,Arizona,34,122,608,3.59,0.2,,
2015,48,Notre Dame,34,121,483,3.56,0.25,,
2015,49,Wisconsin,34,119,409,3.5,0.29,,
2015,50,Gonzaga,34,114,580,3.35,0.2,,
2015,51,Coastal Carolina,33,110,545,3.33,0.2,,
2015,52,Indiana,33,105,579,3.18,0.18,,
2015,53,Texas Southern,34,106,591,3.12,0.18,,
2015,54,BYU,34,101,697,2.97,0.14,,
2015,55,Robert Morris,33,97,612,2.94,0.16,,
2015,56,Butler,32,94,562,2.94,0.17,,
2015,57,Wyoming,34,99,464,2.91,0.21,,
2015,58,Davidson,31,89,586,2.87,0.15,,
2015,59,Xavier,34,97,612,2.85,0.16,,
2015,60,West Virginia,32,91,747,2.84,0.12,,
2015,61,Manhattan,32,89,733,2.78,0.12,,
2015,62,Lafayette,32,82,504,2.56,0.16,,
2015,63,Dayton,33,84,525,2.55,0.16,,
2015,64,Wofford,34,86,574,2.53,0.15,,
2015,65,Northern Iowa,33,82,474,2.48,0.17,,
2015,66,Boise State,33,78,564,2.36,0.14,,
2015,67,Belmont,32,64,526,2,0.12,,
2015,68,Albany,32,52,528,1.63,0.1,,
2014,1,New Mexico State,35,220,592,6.29,0.37,,
2014,2,UConn,34,211,619,6.21,0.34,,
2014,3,Kentucky,33,204,623,6.18,0.33,,
2014,4,Manhattan,32,195,772,6.09,0.25,,
2014,5,Texas,33,198,629,6,0.31,,
2014,6,Kansas,33,187,695,5.67,0.27,,
2014,7,Arizona State,32,181,617,5.66,0.29,,
2014,8,Baylor,35,195,604,5.57,0.32,,
2014,9,UMass,32,177,628,5.53,0.28,,
2014,10,Cincinnati,33,182,575,5.52,0.32,,
2014,11,San Diego State,33,170,546,5.15,0.31,,
2014,12,New Mexico,33,170,560,5.15,0.3,,
2014,13,Wichita State,34,175,573,5.15,0.31,,
2014,14,Iowa,32,162,573,5.06,0.28,,
2014,15,Harvard,30,149,534,4.97,0.28,,
2014,16,Syracuse,32,158,508,4.94,0.31,,
2014,17,Providence,34,165,588,4.85,0.28,,
2014,18,Tennessee,33,160,563,4.85,0.28,,
2014,19,Michigan State,33,158,623,4.79,0.25,,
2014,20,Oklahoma State,33,158,648,4.79,0.24,,
2014,21,North Carolina,32,153,650,4.78,0.24,,
2014,22,Memphis,32,152,578,4.75,0.26,,
2014,23,Louisville,34,157,663,4.62,0.24,,
2014,24,Saint Joseph's,32,147,509,4.59,0.29,,
2014,25,Ohio State,34,153,561,4.5,0.27,,
2014,26,North Dakota State,31,137,551,4.42,0.25,,
2014,27,Stanford,33,140,596,4.24,0.23,,
2014,28,Arizona,34,144,559,4.24,0.26,,
2014,29,VCU,33,139,647,4.21,0.21,,
2014,30,Mercer,34,143,628,4.21,0.23,,
2014,31,Saint Louis,32,134,552,4.19,0.24,,
2014,32,Louisiana,33,138,699,4.18,0.2,,
2014,33,George Washington,32,133,577,4.16,0.23,,
2014,34,Villanova,32,129,630,4.03,0.2,,
2014,35,Gonzaga,34,136,617,4,0.22,,
2014,36,North Carolina Central,33,132,646,4,0.2,,
2014,37,Weber State,30,120,541,4,0.22,,
2014,38,NC State,34,135,636,3.97,0.21,,
2014,39,Virginia,33,130,531,3.94,0.24,,
2014,40,Tulsa,33,125,705,3.79,0.18,,
2014,41,Texas Southern,33,123,536,3.73,0.23,,
2014,42,Delaware,34,122,641,3.59,0.19,,
2014,43,Wisconsin,33,116,493,3.52,0.24,,
2014,44,American,32,110,551,3.44,0.2,,
2014,45,Western Michigan,32,110,586,3.44,0.19,,
2014,46,Colorado,34,115,564,3.38,0.2,,
2014,47,Oregon,32,108,680,3.38,0.16,,
2014,48,Oklahoma,32,105,608,3.28,0.17,,
2014,49,Mount St. Mary's,32,98,600,3.06,0.16,,
2014,50,Albany,32,98,551,3.06,0.18,,
2014,51,Duke,33,101,630,3.06,0.16,,
2014,52,Stephen F. Austin,33,101,691,3.06,0.15,,
2014,53,BYU,34,103,665,3.03,0.15,,
2014,54,Pittsburgh,34,102,594,3,0.17,,
2014,55,Kansas State,32,95,694,2.97,0.14,,
2014,56,Nebraska,31,92,629,2.97,0.15,,
2014,57,Iowa State,33,97,574,2.94,0.17,,
2014,58,Xavier,33,97,657,2.94,0.15,,
2014,59,UCLA,34,99,603,2.91,0.16,,
2014,60,Florida,33,94,529,2.85,0.18,,
2014,61,Coastal Carolina,33,94,649,2.85,0.14,,
2014,62,Cal Poly,32,88,584,2.75,0.15,,
2014,63,Dayton,33,86,661,2.61,0.13,,
2014,64,Michigan,32,80,464,2.5,0.17,,
2014,65,Milwaukee,34,83,615,2.44,0.13,,
2014,66,Eastern Kentucky,33,66,686,2,0.1,,
2014,67,Wofford,32,54,564,1.69,0.1,,
2014,68,Creighton,33,46,582,1.39,0.08,,
2013,1,Kansas,34,225,575,6.62,0.39,,
2013,2,Memphis,34,214,614,6.29,0.35,,
2013,3,Syracuse,35,217,566,6.2,0.38,,
2013,4,Cincinnati,33,204,583,6.18,0.35,,
2013,5,UNLV,34,197,573,5.79,0.34,,
2013,6,Minnesota,32,183,561,5.72,0.33,,
2013,7,Akron,32,183,566,5.72,0.32,,
2013,8,New Mexico State,34,186,512,5.47,0.36,,
2013,9,Ole Miss,33,169,560,5.12,0.3,,
2013,10,Northwestern State,31,148,599,4.77,0.25,,
2013,11,Oklahoma State,32,152,574,4.75,0.26,,
2013,12,California,31,147,503,4.74,0.29,,
2013,13,North Carolina A&T,35,161,679,4.6,0.24,,
2013,14,Miami,32,147,476,4.59,0.31,,
2013,15,San Diego State,32,146,474,4.56,0.31,,
2013,16,James Madison,34,153,582,4.5,0.26,,
2013,17,Wichita State,34,152,602,4.47,0.25,,
2013,18,Ohio State,32,141,501,4.41,0.28,,
2013,19,Harvard,28,122,423,4.36,0.29,,
2013,20,Wisconsin,33,143,463,4.33,0.31,,
2013,21,NC State,34,145,521,4.26,0.28,,
2013,22,Louisville,34,144,603,4.24,0.24,,
2013,23,Bucknell,33,135,478,4.09,0.28,,
2013,24,Oregon,34,136,590,4,0.23,,
2013,25,Illinois,34,135,619,3.97,0.22,,
2013,26,Pittsburgh,32,126,546,3.94,0.23,,
2013,27,Southern,32,126,551,3.94,0.23,,
2013,28,New Mexico,34,133,521,3.91,0.26,,
2013,29,Arizona,32,125,522,3.91,0.24,,
2013,30,Georgetown,31,119,522,3.84,0.23,,
2013,31,Notre Dame,34,130,483,3.82,0.27,,
2013,32,Michigan State,33,126,525,3.82,0.24,,
2013,33,Middle Tennessee,33,125,679,3.79,0.18,,
2013,34,Duke,32,121,567,3.78,0.21,,
2013,35,Florida Gulf Coast,34,128,597,3.76,0.21,,
2013,36,Indiana,33,123,564,3.73,0.22,,
2013,37,Temple,32,118,525,3.69,0.22,,
2013,38,UCLA,34,125,506,3.68,0.25,,
2013,39,Kansas State,34,122,617,3.59,0.2,,
2013,40,La Salle,30,107,459,3.57,0.23,,
2013,41,Missouri,33,116,543,3.52,0.21,,
2013,42,Long Island University,33,116,585,3.52,0.2,,
2013,43,North Carolina,33,114,487,3.45,0.23,,
