Year,RK,Team,GP,AST,APG,TO,TOPG,AST/TO
2021,1,Iowa,29,555,19.1,276,9.5,2.01
2021,2,Gonzaga,26,476,18.3,315,12.1,1.51
2021,3,Abilene Christian,27,491,18.2,374,13.9,1.31
2021,4,Ohio,23,412,17.9,277,12,1.49
2021,5,Colgate,15,265,17.7,151,10.1,1.75
2021,6,Baylor,24,409,17,298,12.4,1.37
2021,7,BYU,26,431,16.6,346,13.3,1.25
2021,8,Illinois,29,473,16.3,381,13.1,1.24
2021,9,Utah State,28,456,16.3,381,13.6,1.2
2021,10,UC Santa Barbara,26,423,16.3,285,11,1.48
2021,11,Grand Canyon,23,371,16.1,301,13.1,1.23
2021,12,Georgia Tech,25,402,16.1,278,11.1,1.45
2021,13,Liberty,28,446,15.9,271,9.7,1.65
2021,14,Creighton,28,444,15.9,312,11.1,1.42
2021,15,Michigan State,27,428,15.9,352,13,1.22
2021,16,Loyola Chicago,28,442,15.8,334,11.9,1.32
2021,17,North Carolina,28,433,15.5,414,14.8,1.05
2021,18,Michigan,24,371,15.5,266,11.1,1.39
2021,19,Syracuse,25,382,15.3,279,11.2,1.37
2021,20,Villanova,22,336,15.3,199,9,1.69
2021,21,Drexel,19,288,15.2,245,12.9,1.18
2021,22,Eastern Washington,23,347,15.1,264,11.5,1.31
2021,23,Winthrop,24,361,15,340,14.2,1.06
2021,24,Tennessee,26,391,15,326,12.5,1.2
2021,25,Arkansas,28,419,15,368,13.1,1.14
2021,26,St. Bonaventure,20,296,14.8,221,11.1,1.34
2021,27,Oregon State,29,426,14.7,328,11.3,1.3
2021,28,Florida State,22,322,14.6,316,14.4,1.02
2021,29,Virginia Tech,21,302,14.4,245,11.7,1.23
2021,30,Purdue,27,386,14.3,339,12.6,1.14
2021,31,Alabama,30,426,14.2,421,14,1.01
2021,32,Houston,27,381,14.1,293,10.9,1.3
2021,33,Cleveland State,26,363,14,334,12.8,1.09
2021,34,Virginia,24,335,14,226,9.4,1.48
2021,35,Iona,17,237,13.9,266,15.6,0.89
2021,36,San Diego State,27,376,13.9,305,11.3,1.23
2021,37,West Virginia,27,373,13.8,328,12.1,1.14
2021,38,Rutgers,26,359,13.8,294,11.3,1.22
2021,39,Drake,29,399,13.8,299,10.3,1.33
2021,40,Kansas,28,383,13.7,346,12.4,1.11
2021,41,USC,29,396,13.7,361,12.4,1.1
2021,42,UCLA,26,354,13.6,290,11.2,1.22
2021,43,Oklahoma,25,336,13.4,277,11.1,1.21
2021,44,Oregon,26,349,13.4,297,11.4,1.18
2021,45,North Texas,26,347,13.3,341,13.1,1.02
2021,46,VCU,26,347,13.3,380,14.6,0.91
2021,47,Wisconsin,29,386,13.3,259,8.9,1.49
2021,48,Wichita State,21,279,13.3,238,11.3,1.17
2021,49,Maryland,29,385,13.3,324,11.2,1.19
2021,50,Clemson,23,305,13.3,292,12.7,1.04
2021,51,Colorado,30,397,13.2,333,11.1,1.19
2021,52,Oklahoma State,28,370,13.2,446,15.9,0.83
2021,53,Missouri,25,330,13.2,336,13.4,0.98
2021,54,Texas,26,342,13.2,370,14.2,0.92
2021,55,UConn,22,287,13,258,11.7,1.11
2021,56,Ohio State,30,391,13,313,10.4,1.25
2021,57,Texas Tech,27,350,13,296,11,1.18
2021,58,Georgetown,25,321,12.8,383,15.3,0.84
2021,59,Morehead State,30,382,12.7,459,15.3,0.83
2021,60,Oral Roberts,26,329,12.7,299,11.5,1.1
2021,61,Texas Southern,24,298,12.4,384,16,0.78
2021,62,LSU,27,332,12.3,317,11.7,1.05
2021,63,UNC Greensboro,29,356,12.3,319,11,1.12
2021,64,Norfolk State,23,282,12.3,301,13.1,0.94
2021,65,Appalachian State,28,333,11.9,329,11.8,1.01
2021,66,Florida,23,272,11.8,337,14.7,0.81
2021,67,Mount St. Mary's,22,257,11.7,288,13.1,0.89
2021,68,Hartford,23,253,11,291,12.7,0.87
2019,1,Belmont,31,616,19.9,360,11.6,1.71
2019,2,Michigan State,33,630,19.1,428,13,1.47
2019,3,North Carolina,33,628,19,430,13,1.46
2019,4,Tennessee,33,609,18.5,363,11,1.68
2019,5,Gonzaga,33,601,18.2,342,10.4,1.76
2019,6,Murray State,31,561,18.1,374,12.1,1.5
2019,7,Yale,28,484,17.3,375,13.4,1.29
2019,8,Utah State,34,585,17.2,426,12.5,1.37
2019,9,Northern Kentucky,34,581,17.1,423,12.4,1.37
2019,10,Buffalo,34,573,16.9,399,11.7,1.44
2019,11,Duke,34,541,15.9,446,13.1,1.21
2019,12,Iowa,33,519,15.7,399,12.1,1.3
2019,13,Abilene Christian,33,516,15.6,397,12,1.3
2019,14,Colgate,34,531,15.6,443,13,1.2
2019,15,North Carolina Central,33,509,15.4,506,15.3,1.01
2019,16,Wofford,33,507,15.4,359,10.9,1.41
2019,17,Virginia Tech,32,491,15.3,364,11.4,1.35
2019,18,Iowa State,34,518,15.2,378,11.1,1.37
2019,19,Houston,33,497,15.1,379,11.5,1.31
2019,20,Nevada,33,494,15,338,10.2,1.46
2019,21,Minnesota,34,506,14.9,408,12,1.24
2019,22,Liberty,34,505,14.9,373,11,1.35
2019,23,Montana,34,500,14.7,408,12,1.23
2019,24,New Mexico State,34,500,14.7,403,11.9,1.24
2019,25,Virginia,32,464,14.5,289,9,1.61
2019,26,Gardner-Webb,34,492,14.5,391,11.5,1.26
2019,27,Temple,32,463,14.5,356,11.1,1.3
2019,28,Purdue,32,462,14.4,341,10.7,1.35
2019,29,Auburn,34,490,14.4,417,12.3,1.18
2019,30,Mississippi State,33,474,14.4,439,13.3,1.08
2019,31,Ole Miss,32,459,14.3,405,12.7,1.13
2019,32,Northeastern,33,473,14.3,371,11.2,1.27
2019,33,Villanova,34,485,14.3,383,11.3,1.27
2019,34,Ohio State,33,470,14.2,414,12.5,1.14
2019,35,Fairleigh Dickinson,33,466,14.1,441,13.4,1.06
2019,36,Texas Tech,32,449,14,396,12.4,1.13
2019,37,St. John's,33,463,14,341,10.3,1.36
2019,38,Michigan,33,458,13.9,294,8.9,1.56
2019,39,VCU,32,444,13.9,446,13.9,1
2019,40,Kentucky,33,457,13.8,417,12.6,1.1
2019,41,Baylor,32,443,13.8,424,13.3,1.04
2019,42,Kansas State,33,454,13.8,372,11.3,1.22
2019,43,Cincinnati,33,451,13.7,347,10.5,1.3
2019,44,Marquette,33,450,13.6,458,13.9,0.98
2019,45,Arizona State,32,435,13.6,434,13.6,1
2019,46,Seton Hall,33,447,13.5,408,12.4,1.1
2019,47,Louisville,33,442,13.4,406,12.3,1.09
2019,48,Oregon,35,467,13.3,413,11.8,1.13
2019,49,Kansas,34,453,13.3,455,13.4,1
2019,50,UCF,31,411,13.3,366,11.8,1.12
2019,51,UC Irvine,35,463,13.2,411,11.7,1.13
2019,52,Maryland,32,423,13.2,420,13.1,1.01
2019,53,Iona,32,421,13.2,396,12.4,1.06
2019,54,LSU,32,420,13.1,423,13.2,0.99
2019,55,Saint Louis,34,441,13,439,12.9,1
2019,56,Florida State,34,438,12.9,459,13.5,0.95
2019,57,Old Dominion,34,435,12.8,399,11.7,1.09
2019,58,Wisconsin,33,421,12.8,315,9.5,1.34
2019,59,Oklahoma,32,406,12.7,390,12.2,1.04
2019,60,Prairie View A&M,34,428,12.6,433,12.7,0.99
2019,61,Georgia State,32,402,12.6,374,11.7,1.07
2019,62,Florida,34,416,12.2,400,11.8,1.04
2019,63,Bradley,34,411,12.1,430,12.6,0.96
2019,64,Syracuse,33,396,12,411,12.5,0.96
2019,65,Vermont,33,390,11.8,361,10.9,1.08
2019,66,Washington,34,397,11.7,453,13.3,0.88
2019,67,North Dakota State,33,383,11.6,349,10.6,1.1
2019,68,Saint Mary's,33,332,10.1,349,10.6,0.95
2018,1,Michigan State,33,638,19.3,435,13.2,1.47
2018,2,TCU,32,601,18.8,406,12.7,1.48
2018,3,Wichita State,32,593,18.5,370,11.6,1.6
2018,4,Iowa,33,602,18.2,441,13.4,1.37
2018,5,North Carolina,35,638,18.2,421,12,1.52
2018,6,Creighton,32,576,18,358,11.2,1.61
2018,7,Duke,33,578,17.5,416,12.6,1.39
2018,8,Marshall,34,586,17.2,449,13.2,1.31
2018,9,Davidson,31,530,17.1,294,9.5,1.8
2018,10,Kansas,34,578,17,397,11.7,1.46
2018,11,Buffalo,34,576,16.9,426,12.5,1.35
2018,12,Purdue,34,568,16.7,363,10.7,1.56
2018,13,Villanova,34,567,16.7,352,10.4,1.61
2018,14,Xavier,33,549,16.6,410,12.4,1.34
2018,15,Virginia Tech,32,528,16.5,382,11.9,1.38
2018,16,Nevada,34,559,16.4,338,9.9,1.65
2018,17,Cincinnati,33,535,16.2,377,11.4,1.42
2018,18,NC State,32,517,16.2,390,12.2,1.33
2018,19,Iona,33,526,15.9,385,11.7,1.37
2018,20,Tennessee,32,508,15.9,393,12.3,1.29
2018,21,Seton Hall,32,506,15.8,410,12.8,1.23
2018,22,Loyola Chicago,33,520,15.8,404,12.2,1.29
2018,23,Gonzaga,34,535,15.7,384,11.3,1.39
2018,24,North Carolina Central,34,535,15.7,480,14.1,1.11
2018,25,Lipscomb,32,503,15.7,480,15,1.05
2018,26,Pennsylvania,31,482,15.5,373,12,1.29
2018,27,Texas A&M,32,495,15.5,433,13.5,1.14
2018,28,UMBC,34,525,15.4,411,12.1,1.28
2018,29,North Carolina A&T,34,524,15.4,471,13.9,1.11
2018,30,Rhode Island,31,477,15.4,330,10.6,1.45
2018,31,Florida State,31,473,15.3,403,13,1.17
2018,32,Arizona,34,518,15.2,418,12.3,1.24
2018,33,Oklahoma,31,467,15.1,415,13.4,1.13
2018,34,UCLA,32,482,15.1,379,11.8,1.27
2018,35,West Virginia,34,512,15.1,385,11.3,1.33
2018,36,Houston,32,480,15,389,12.2,1.23
2018,37,San Diego State,32,477,14.9,382,11.9,1.25
2018,38,Murray State,31,459,14.8,368,11.9,1.25
2018,39,Michigan,35,518,14.8,320,9.1,1.62
2018,40,Ohio State,32,472,14.8,378,11.8,1.25
2018,41,Arkansas,34,492,14.5,374,11,1.32
2018,42,Bucknell,34,492,14.5,429,12.6,1.15
2018,43,Auburn,32,462,14.4,392,12.3,1.18
2018,44,Texas Tech,33,476,14.4,414,12.5,1.15
2018,45,Stephen F. Austin,34,489,14.4,529,15.6,0.92
2018,46,Kansas State,33,473,14.3,378,11.5,1.25
2018,47,St. Bonaventure,32,455,14.2,367,11.5,1.24
2018,48,Arizona State,31,439,14.2,332,10.7,1.32
2018,49,New Mexico State,33,466,14.1,418,12.7,1.11
2018,50,UNC Greensboro,34,480,14.1,468,13.8,1.03
2018,51,Butler,33,462,14,369,11.2,1.25
2018,52,Providence,34,468,13.8,424,12.5,1.1
2018,53,Virginia,33,453,13.7,283,8.6,1.6
2018,54,Missouri,32,435,13.6,453,14.2,0.96
2018,55,Kentucky,33,447,13.5,433,13.1,1.03
2018,56,South Dakota State,34,459,13.5,340,10,1.35
2018,57,Georgia State,33,443,13.4,378,11.5,1.17
2018,58,Miami,31,413,13.3,351,11.3,1.18
2018,59,Wright State,34,451,13.3,446,13.1,1.01
2018,60,Clemson,32,422,13.2,387,12.1,1.09
2018,61,Florida,32,415,13,314,9.8,1.32
2018,62,CSU Fullerton,31,396,12.8,438,14.1,0.9
2018,63,Montana,33,421,12.8,410,12.4,1.03
2018,64,Long Island University,34,429,12.6,481,14.1,0.89
2018,65,Alabama,34,426,12.5,481,14.1,0.89
2018,66,Texas Southern,34,417,12.3,428,12.6,0.97
2018,67,Radford,34,415,12.2,414,12.2,1
2018,68,Texas,33,382,11.6,391,11.8,0.98
2018,69,Charleston,33,377,11.4,318,9.6,1.19
2018,70,Syracuse,33,362,11,415,12.6,0.87
2017,1,UCLA,33,709,21.5,381,11.5,1.86
2017,2,North Carolina,34,619,18.2,405,11.9,1.53
2017,3,Purdue,32,581,18.2,419,13.1,1.39
2017,4,Creighton,34,587,17.3,424,12.5,1.38
2017,5,Michigan State,33,560,17,468,14.2,1.2
2017,6,Saint Mary's,32,536,16.8,337,10.5,1.59
2017,7,West Virginia,34,569,16.7,417,12.3,1.36
2017,8,Wichita State,34,563,16.6,379,11.1,1.49
2017,9,Marquette,31,513,16.5,378,12.2,1.36
2017,10,Oregon,34,558,16.4,394,11.6,1.42
2017,11,SMU,34,556,16.4,369,10.9,1.51
2017,12,Kansas,32,521,16.3,419,13.1,1.24
2017,13,UNC Wilmington,34,550,16.2,354,10.4,1.55
2017,14,Nevada,34,546,16.1,379,11.1,1.44
2017,15,Gonzaga,33,529,16,373,11.3,1.42
2017,16,Notre Dame,34,544,16,321,9.4,1.69
2017,17,Cincinnati,34,538,15.8,340,10,1.58
2017,18,Iowa State,33,522,15.8,335,10.2,1.56
2017,19,Dayton,31,489,15.8,370,11.9,1.32
2017,20,New Orleans,31,489,15.8,520,16.8,0.94
2017,21,Baylor,32,503,15.7,429,13.4,1.17
2017,22,Iona,34,531,15.6,411,12.1,1.29
2017,23,Wake Forest,32,498,15.6,378,11.8,1.32
2017,24,Kentucky,34,528,15.5,409,12,1.29
2017,25,Florida Gulf Coast,33,509,15.4,410,12.4,1.24
2017,26,USC,33,505,15.3,368,11.2,1.37
2017,27,Northwestern,34,519,15.3,358,10.5,1.45
2017,28,Middle Tennessee,34,519,15.3,354,10.4,1.47
2017,29,VCU,34,519,15.3,426,12.5,1.22
2017,30,North Dakota,31,469,15.1,413,13.3,1.14
2017,31,Virginia Tech,32,483,15.1,388,12.1,1.24
2017,32,Kansas State,33,494,15,431,13.1,1.15
2017,33,Minnesota,33,492,14.9,385,11.7,1.28
2017,34,Xavier,34,505,14.9,435,12.8,1.16
2017,35,New Mexico State,33,490,14.8,454,13.8,1.08
2017,36,East Tennessee State,34,504,14.8,502,14.8,1
2017,37,Florida State,33,485,14.7,390,11.8,1.24
2017,38,Oklahoma State,32,469,14.7,422,13.2,1.11
2017,39,Bucknell,34,497,14.6,451,13.3,1.1
2017,40,Princeton,29,416,14.3,289,10,1.44
2017,41,Maryland,32,459,14.3,415,13,1.11
2017,42,Villanova,34,486,14.3,381,11.2,1.28
2017,43,Virginia,32,456,14.3,305,9.5,1.5
2017,44,Providence,32,454,14.2,403,12.6,1.13
2017,45,North Carolina Central,33,466,14.1,397,12,1.17
2017,46,Arkansas,34,479,14.1,399,11.7,1.2
2017,47,Jacksonville State,34,479,14.1,463,13.6,1.03
2017,48,Northern Kentucky,34,475,14,460,13.5,1.03
2017,49,Michigan,35,483,13.8,330,9.4,1.46
2017,50,Arizona,34,469,13.8,389,11.4,1.21
2017,51,Louisville,32,435,13.6,357,11.2,1.22
2017,52,Wisconsin,34,460,13.5,373,11,1.23
2017,53,Rhode Island,33,443,13.4,370,11.2,1.2
2017,54,Vermont,34,455,13.4,383,11.3,1.19
2017,55,South Dakota State,34,451,13.3,440,12.9,1.03
2017,56,Butler,31,409,13.2,315,10.2,1.3
2017,57,Troy,36,474,13.2,445,12.4,1.07
2017,58,Duke,35,458,13.1,395,11.3,1.16
2017,59,Vanderbilt,34,441,13,420,12.4,1.05
2017,60,UC Davis,34,440,12.9,481,14.1,0.91
2017,61,Winthrop,32,411,12.8,421,13.2,0.98
2017,62,Florida,32,404,12.6,378,11.8,1.07
2017,63,South Carolina,32,403,12.6,428,13.4,0.94
2017,64,Kent State,35,439,12.5,457,13.1,0.96
2017,65,Seton Hall,32,394,12.3,434,13.6,0.91
2017,66,Miami,32,381,11.9,407,12.7,0.94
2017,67,Texas Southern,34,402,11.8,394,11.6,1.02
2017,68,Mount St. Mary's,34,379,11.1,447,13.1,0.85
2016,1,Michigan State,33,684,20.7,392,11.9,1.74
2016,2,Stephen F. Austin,32,605,18.9,398,12.4,1.52
2016,3,North Carolina,34,616,18.1,371,10.9,1.66
2016,4,Purdue,33,588,17.8,401,12.2,1.47
2016,5,Baylor,33,587,17.8,425,12.9,1.38
2016,6,Texas A&M,33,563,17.1,388,11.8,1.45
2016,7,Pittsburgh,32,541,16.9,374,11.7,1.45
2016,8,Iona,32,539,16.8,409,12.8,1.32
2016,9,Stony Brook,32,531,16.6,365,11.4,1.45
2016,10,Iowa State,32,529,16.5,370,11.6,1.43
2016,11,Xavier,32,524,16.4,408,12.8,1.28
2016,12,Villanova,34,549,16.1,378,11.1,1.45
2016,13,Iowa,31,496,16,323,10.4,1.54
2016,14,Indiana,32,511,16,437,13.7,1.17
2016,15,Kansas,34,542,15.9,428,12.6,1.27
2016,16,Providence,33,525,15.9,380,11.5,1.38
2016,17,Hawai'i,32,504,15.8,423,13.2,1.19
2016,18,CSU Bakersfield,32,501,15.7,391,12.2,1.28
2016,19,Utah,34,532,15.6,418,12.3,1.27
2016,20,Cincinnati,32,495,15.5,354,11.1,1.4
2016,21,Yale,28,425,15.2,375,13.4,1.13
2016,22,Saint Joseph's,33,495,15,337,10.2,1.47
2016,23,Michigan,34,509,15,333,9.8,1.53
2016,24,Vanderbilt,32,478,14.9,374,11.7,1.28
2016,25,USC,33,491,14.9,403,12.2,1.22
2016,26,West Virginia,34,502,14.8,476,14,1.05
2016,27,Dayton,32,470,14.7,418,13.1,1.12
2016,28,Chattanooga,34,495,14.6,422,12.4,1.17
2016,29,Oklahoma,32,465,14.5,415,13,1.12
2016,30,Arizona,33,479,14.5,423,12.8,1.13
2016,31,Kentucky,33,477,14.5,363,11,1.31
2016,32,VCU,33,476,14.4,380,11.5,1.25
2016,33,Butler,31,445,14.4,317,10.2,1.4
2016,34,Wichita State,32,459,14.3,318,9.9,1.44
2016,35,Virginia,33,473,14.3,310,9.4,1.53
2016,36,Fairleigh Dickinson,32,456,14.3,414,12.9,1.1
2016,37,Maryland,33,465,14.1,425,12.9,1.09
2016,38,Syracuse,32,450,14.1,388,12.1,1.16
2016,39,Holy Cross,33,459,13.9,362,11,1.27
2016,40,Green Bay,35,486,13.9,423,12.1,1.15
2016,41,Weber State,34,472,13.9,451,13.3,1.05
2016,42,Gonzaga,33,458,13.9,372,11.3,1.23
2016,43,UConn,33,455,13.8,369,11.2,1.23
2016,44,Colorado,33,454,13.8,442,13.4,1.03
2016,45,Tulsa,31,425,13.7,335,10.8,1.27
2016,46,Oregon,34,464,13.6,393,11.6,1.18
2016,47,Seton Hall,33,447,13.5,457,13.8,0.98
2016,48,Temple,32,433,13.5,293,9.2,1.48
2016,49,Florida Gulf Coast,33,446,13.5,406,12.3,1.1
2016,50,Austin Peay,35,473,13.5,490,14,0.97
2016,51,Duke,33,445,13.5,326,9.9,1.37
2016,52,Oregon State,31,418,13.5,355,11.5,1.18
2016,53,Fresno State,34,458,13.5,364,10.7,1.26
2016,54,Notre Dame,32,431,13.5,311,9.7,1.39
2016,55,UNC Wilmington,32,428,13.4,365,11.4,1.17
2016,56,Little Rock,32,423,13.2,338,10.6,1.25
2016,57,Middle Tennessee,33,431,13.1,399,12.1,1.08
2016,58,Texas Tech,31,404,13,371,12,1.09
2016,59,California,33,428,13,403,12.2,1.06
2016,60,Miami,32,410,12.8,341,10.7,1.2
2016,61,Buffalo,34,433,12.7,465,13.7,0.93
2016,62,UNC Asheville,33,411,12.5,430,13,0.96
2016,63,Hampton,31,377,12.2,433,14,0.87
2016,64,Northern Iowa,34,406,11.9,334,9.8,1.22
2016,65,Wisconsin,32,371,11.6,351,11,1.06
2016,66,Texas,32,367,11.5,332,10.4,1.11
2016,67,South Dakota State,33,373,11.3,388,11.8,0.96
2016,68,Southern,34,372,10.9,382,11.2,0.97
2015,1,Stephen F. Austin,33,587,17.8,464,14.1,1.27
2015,2,North Carolina,35,621,17.7,444,12.7,1.4
2015,3,Davidson,31,534,17.2,297,9.6,1.8
2015,4,Michigan State,34,582,17.1,395,11.6,1.47
2015,5,BYU,34,572,16.8,402,11.8,1.42
2015,6,Gonzaga,34,561,16.5,359,10.6,1.56
2015,7,Xavier,34,557,16.4,411,12.1,1.36
2015,8,Iowa State,33,534,16.2,364,11,1.47
2015,9,Arkansas,34,549,16.1,399,11.7,1.38
2015,10,Villanova,34,541,15.9,369,10.9,1.47
2015,11,LSU,32,502,15.7,468,14.6,1.07
2015,12,Lafayette,32,499,15.6,351,11,1.42
2015,13,Duke,33,512,15.5,371,11.2,1.38
2015,14,SMU,33,512,15.5,417,12.6,1.23
2015,15,Ohio State,33,509,15.4,373,11.3,1.36
2015,16,Belmont,32,492,15.4,439,13.7,1.12
2015,17,Notre Dame,34,514,15.1,319,9.4,1.61
2015,18,Purdue,33,492,14.9,432,13.1,1.14
2015,19,Kentucky,34,500,14.7,361,10.6,1.39
2015,20,Baylor,33,483,14.6,413,12.5,1.17
2015,21,West Virginia,32,465,14.5,418,13.1,1.11
2015,22,North Florida,34,491,14.4,417,12.3,1.18
