Year,RK,Team,GP,PPG,3PM,3PA,3PM,3PA,3P%,2PM,2PA,2P%,PPS,FG%
2009,54,Dayton,33,67.5,5.5,17,182,550,0.331,608,1296,0.469,1.21,0.477
2009,55,West Virginia,34,72.4,6.6,20,226,683,0.331,642,1335,0.481,1.22,0.486
2009,56,Binghamton,31,70.2,6,18,185,560,0.33,566,1153,0.491,1.27,0.492
2009,57,Akron,35,66.8,7.1,22,248,753,0.329,554,1159,0.478,1.22,0.484
2009,58,USC,33,68.4,3.8,11,124,377,0.329,698,1358,0.514,1.3,0.51
2009,59,Minnesota,32,66.5,5.8,18,184,562,0.327,576,1156,0.498,1.24,0.496
2009,60,Stephen F. Austin,31,66.3,5.6,17,175,540,0.324,593,1182,0.502,1.19,0.497
2009,61,Texas,33,72.3,4.6,14,152,474,0.321,713,1482,0.481,1.22,0.481
2009,62,Memphis,34,74.1,5.8,18,198,619,0.32,686,1376,0.499,1.26,0.493
2009,63,Wake Forest,30,81.4,4,13,121,381,0.318,759,1418,0.535,1.36,0.523
2009,64,Cleveland State,35,66.1,4.9,15,171,540,0.317,658,1379,0.477,1.21,0.477
2009,65,Tennessee,33,78.5,6.6,21,218,695,0.314,715,1354,0.528,1.26,0.509
2008,1,Cornell,27,77.1,8.1,20,220,532,0.414,520,971,0.536,1.39,0.566
2008,2,Notre Dame,31,80.6,8.5,21,262,639,0.41,613,1266,0.484,1.31,0.528
2008,3,American,32,65.1,7.8,19,251,613,0.409,426,916,0.465,1.36,0.525
2008,4,Vanderbilt,33,80.6,9.1,22,299,740,0.404,604,1194,0.506,1.37,0.544
2008,5,Oregon,31,76.8,8.7,22,270,673,0.401,566,1051,0.539,1.38,0.563
2008,6,Kansas,34,81.5,6.9,17,233,585,0.398,771,1402,0.55,1.39,0.564
2008,7,Boise State,33,82,8.1,20,267,673,0.397,701,1229,0.57,1.42,0.579
2008,8,Portland State,32,74.3,8.9,23,285,724,0.394,540,1043,0.518,1.35,0.548
2008,9,UMBC,32,75.1,7.5,19,240,611,0.393,613,1267,0.484,1.28,0.518
2008,10,Xavier,33,75.3,7.8,20,256,653,0.392,584,1106,0.528,1.41,0.55
2008,11,Arizona,33,72.1,6.5,17,215,551,0.39,607,1168,0.52,1.38,0.541
2008,12,Western Kentucky,33,76.8,7.3,19,241,619,0.389,665,1295,0.514,1.32,0.536
2008,13,CSU Fullerton,32,82.6,8.7,23,278,720,0.386,675,1282,0.527,1.32,0.545
2008,14,Austin Peay,34,74.6,7.9,20,267,692,0.386,571,1166,0.49,1.36,0.523
2008,15,Saint Joseph's,33,73.3,7.3,19,241,626,0.385,594,1125,0.528,1.38,0.546
2008,16,Texas,34,75.6,7.9,21,270,702,0.385,653,1337,0.488,1.26,0.519
2008,17,Duke,32,84.1,9.3,24,297,773,0.384,623,1203,0.518,1.36,0.541
2008,18,Miami,32,74.8,6.9,18,222,578,0.384,595,1289,0.462,1.28,0.497
2008,19,USC,32,69.1,5.6,15,178,464,0.384,621,1196,0.519,1.33,0.535
2008,20,Siena,32,76.8,7,18,224,585,0.383,658,1371,0.48,1.26,0.508
2008,21,Baylor,31,81.4,8.6,23,267,699,0.382,604,1211,0.499,1.32,0.526
2008,22,Washington State,32,67.1,6.4,17,204,535,0.381,540,1021,0.529,1.38,0.544
2008,23,Georgetown,32,69.7,7.8,21,251,660,0.38,552,992,0.556,1.35,0.562
2008,24,North Carolina,34,88.7,5.5,15,188,498,0.378,895,1747,0.512,1.34,0.524
2008,25,Clemson,33,79.5,7.9,21,262,695,0.377,715,1436,0.498,1.23,0.52
2008,26,Butler,32,68.3,9.2,25,295,785,0.376,432,830,0.52,1.35,0.541
2008,27,BYU,34,74.1,8.2,22,278,742,0.375,604,1174,0.514,1.31,0.533
2008,28,Michigan State,33,71.3,5,13,164,440,0.373,705,1371,0.514,1.3,0.525
2008,29,Temple,33,72.6,7.9,21,260,698,0.372,576,1075,0.536,1.35,0.545
2008,30,Winthrop,33,65.6,6.4,17,211,567,0.372,568,1195,0.475,1.23,0.502
2008,31,Gonzaga,32,76.5,6.5,17,208,559,0.372,656,1224,0.536,1.37,0.543
2008,32,Purdue,32,68.7,7.4,20,236,638,0.37,511,1128,0.453,1.25,0.49
2008,33,Kent State,34,69.2,5.8,16,197,534,0.369,621,1216,0.511,1.35,0.524
2008,34,Drake,32,73.2,9.2,25,294,798,0.368,496,962,0.516,1.33,0.532
2008,35,Kentucky,30,68.6,5.8,16,174,473,0.368,538,1045,0.515,1.36,0.526
2008,36,Oral Roberts,32,69.3,6.7,18,214,582,0.368,549,1138,0.482,1.29,0.506
2008,37,Mount St. Mary's,32,69.1,6,16,192,523,0.367,583,1213,0.481,1.27,0.502
2008,38,South Alabama,32,75.5,6.7,18,214,585,0.366,605,1139,0.531,1.4,0.537
2008,39,Belmont,33,80.1,10.6,29,349,956,0.365,563,1063,0.53,1.31,0.538
2008,40,Davidson,32,78.7,9.1,25,291,800,0.364,643,1175,0.547,1.27,0.547
2008,41,Tennessee,33,83,9,25,296,817,0.362,672,1281,0.525,1.31,0.532
2008,42,Stanford,33,70.7,5.4,15,178,495,0.36,642,1332,0.482,1.28,0.498
2008,43,Saint Mary's,30,76.2,7.9,22,238,662,0.36,561,1071,0.524,1.32,0.53
2008,44,UConn,32,77.7,5.2,14,165,459,0.359,678,1363,0.497,1.36,0.508
2008,45,Wisconsin,33,67.3,5.8,16,192,535,0.359,583,1186,0.492,1.29,0.506
2008,46,Texas A&M,34,71.5,5.9,17,201,562,0.358,661,1286,0.514,1.32,0.521
2008,47,West Virginia,34,74.9,7.3,21,248,702,0.353,654,1284,0.509,1.28,0.517
2008,48,Marquette,33,75.8,7,20,231,654,0.353,644,1303,0.494,1.28,0.506
2008,49,George Mason,33,69.9,6.1,17,202,574,0.352,606,1147,0.528,1.34,0.528
2008,50,Memphis,34,79.7,7.9,23,270,771,0.35,708,1329,0.533,1.29,0.53
2008,51,UT Arlington,32,73.7,6.2,18,197,564,0.349,647,1201,0.539,1.34,0.534
2008,52,Oklahoma,33,68.4,6.3,18,209,600,0.348,583,1191,0.49,1.26,0.501
2008,53,Indiana,32,75.1,6.6,19,211,609,0.346,600,1141,0.526,1.37,0.524
2008,54,Mississippi Valley State,32,62.7,4.6,13,146,422,0.346,539,1267,0.425,1.19,0.449
2008,55,UCLA,34,74.1,5.4,16,185,537,0.345,717,1352,0.53,1.33,0.526
2008,56,San Diego,34,65.6,5,15,169,493,0.343,647,1320,0.49,1.23,0.497
2008,57,Villanova,32,72.8,7.1,21,226,660,0.342,569,1194,0.477,1.26,0.49
2008,58,Louisville,32,71.9,7.5,22,241,704,0.342,575,1096,0.525,1.28,0.52
2008,59,Pittsburgh,35,74.1,6.1,18,215,632,0.34,733,1432,0.512,1.26,0.511
2008,60,Arkansas,33,73.6,5.9,17,194,572,0.339,688,1322,0.52,1.28,0.517
2008,61,UNLV,32,70.4,7.7,23,247,738,0.335,534,1103,0.484,1.22,0.491
2008,62,Mississippi State,32,73.1,7,21,223,667,0.334,612,1144,0.535,1.29,0.523
2008,63,Georgia,33,68.3,6,18,198,601,0.329,616,1299,0.474,1.19,0.481
2008,64,Kansas State,31,78.7,6.5,20,203,633,0.321,663,1321,0.502,1.25,0.495
2007,1,Texas A&M,31,76.3,6.5,15,202,479,0.422,635,1193,0.532,1.42,0.561
2007,2,Nevada,32,77.9,7.5,18,241,582,0.414,659,1260,0.523,1.35,0.554
2007,3,BYU,33,78.1,7.5,18,247,598,0.413,696,1316,0.529,1.35,0.557
2007,4,Texas Tech,33,71.6,6.1,15,201,488,0.412,611,1305,0.468,1.32,0.509
2007,5,Florida,34,79.3,7.2,18,244,598,0.408,727,1245,0.584,1.46,0.593
2007,6,USC,34,71.4,5.6,14,192,476,0.403,676,1342,0.504,1.34,0.53
2007,7,VCU,33,74.8,6.9,17,228,570,0.4,618,1269,0.487,1.34,0.522
2007,8,Texas A&M-CC,32,79.8,5.8,15,186,466,0.399,706,1235,0.572,1.5,0.579
2007,9,Weber State,31,71.7,5.8,15,179,450,0.398,580,1091,0.532,1.44,0.551
2007,10,Texas,33,82.2,9,23,297,748,0.397,617,1301,0.474,1.32,0.519
2007,11,Notre Dame,31,81.5,9.1,23,283,713,0.397,558,1113,0.501,1.38,0.538
2007,12,Gonzaga,33,79.1,6.8,17,223,564,0.395,691,1312,0.527,1.39,0.547
2007,13,New Mexico State,33,78.3,5.8,15,192,488,0.393,689,1340,0.514,1.41,0.534
2007,14,Xavier,32,76.4,7.9,20,253,649,0.39,546,1018,0.536,1.47,0.555
2007,15,Oregon,33,76.4,9.5,25,313,813,0.385,554,1112,0.498,1.31,0.532
2007,16,Indiana,30,70.9,7.9,21,238,620,0.384,505,1025,0.493,1.29,0.524
2007,17,Duke,32,70.2,6.1,16,195,509,0.383,600,1187,0.505,1.32,0.526
2007,18,Maryland,32,79.5,5.8,15,184,481,0.383,733,1434,0.511,1.33,0.527
2007,19,Kansas,34,78.4,6,16,203,532,0.382,785,1484,0.529,1.32,0.54
2007,20,Central Connecticut,33,69.3,7.6,20,252,662,0.381,519,1107,0.469,1.29,0.507
2007,21,Vanderbilt,31,76.6,9.2,24,286,758,0.377,544,1051,0.518,1.31,0.538
2007,22,Albany,32,68.3,6.8,18,219,581,0.377,557,1123,0.496,1.28,0.52
2007,23,Pittsburgh,34,71.1,6.1,16,206,550,0.375,674,1318,0.511,1.29,0.526
2007,24,Georgia Tech,31,79.1,6.4,17,198,529,0.374,712,1319,0.54,1.33,0.546
2007,25,Davidson,33,81.7,9.6,26,318,851,0.374,627,1236,0.507,1.29,0.529
2007,26,Michigan State,33,65.1,5.2,14,170,456,0.373,592,1162,0.509,1.33,0.523
2007,27,George Washington,31,71.1,5.4,15,168,451,0.373,643,1300,0.495,1.26,0.511
2007,28,Washington State,32,66.5,5.8,15,184,495,0.372,588,1165,0.505,1.28,0.52
2007,29,UCLA,31,72.5,6.9,19,215,579,0.371,622,1152,0.54,1.3,0.546
2007,30,North Texas,33,77.5,6.7,18,222,600,0.37,685,1377,0.497,1.29,0.515
2007,31,Long Beach State,31,80.3,8.4,23,261,707,0.369,613,1222,0.502,1.29,0.521
2007,32,Southern Illinois,33,63.2,6.2,17,204,554,0.368,500,1007,0.497,1.34,0.516
2007,33,Pennsylvania,30,74.8,6.1,17,184,500,0.368,631,1154,0.547,1.36,0.548
2007,34,Virginia Tech,32,72.8,4.8,13,155,422,0.367,697,1384,0.504,1.29,0.515
2007,35,Georgetown,32,68.5,6.3,17,201,549,0.366,583,999,0.584,1.42,0.571
2007,36,Butler,33,68.4,8.9,24,293,802,0.365,425,842,0.505,1.37,0.526
2007,37,North Carolina,34,86.3,5.8,16,196,537,0.365,874,1585,0.551,1.38,0.55
2007,38,UNLV,34,75.3,7.7,21,262,719,0.364,646,1297,0.498,1.27,0.515
2007,39,Oral Roberts,33,72.3,6,16,198,544,0.364,607,1170,0.519,1.39,0.527
2007,40,Virginia,30,76.8,8,22,241,663,0.363,523,1093,0.478,1.31,0.504
2007,41,Florida A&M,34,70.5,6,17,205,564,0.363,612,1253,0.488,1.32,0.506
2007,42,Winthrop,32,75.3,8.2,23,262,721,0.363,609,1091,0.558,1.33,0.553
2007,43,Ohio State,33,73.6,7.5,21,246,677,0.363,621,1161,0.535,1.32,0.539
2007,44,Purdue,32,69.9,6.5,18,209,580,0.36,582,1132,0.514,1.31,0.523
2007,45,Belmont,32,73,8.8,25,282,785,0.359,546,995,0.549,1.31,0.544
2007,46,Kentucky,32,73.5,6.8,19,216,605,0.357,630,1161,0.543,1.33,0.54
2007,47,Holy Cross,33,64.2,5.8,16,190,533,0.356,534,1120,0.477,1.28,0.495
2007,48,Wisconsin,34,70.1,5.8,16,198,556,0.356,626,1224,0.511,1.34,0.519
2007,49,Villanova,32,72.9,7.5,21,241,683,0.353,516,1089,0.474,1.32,0.495
2007,50,Arkansas,34,71.4,6.1,17,209,593,0.352,651,1260,0.517,1.31,0.521
2007,51,Tennessee,32,79.7,8.9,25,286,812,0.352,600,1188,0.505,1.27,0.515
2007,52,Memphis,33,79.6,7.7,22,253,720,0.351,674,1289,0.523,1.31,0.524
2007,53,Stanford,30,69.9,5.7,16,171,487,0.351,586,1200,0.488,1.24,0.499
2007,54,Old Dominion,32,70.1,7.2,21,231,658,0.351,539,1115,0.483,1.27,0.499
2007,55,Wright State,32,64.6,5.5,16,175,499,0.351,568,1182,0.481,1.23,0.494
2007,56,Niagara,33,76.1,8,23,264,753,0.351,580,1244,0.466,1.26,0.489
2007,57,Eastern Kentucky,32,65.2,8.1,23,258,736,0.351,496,896,0.554,1.28,0.541
2007,58,Boston College,31,74.6,5.9,17,182,521,0.349,609,1129,0.539,1.4,0.535
2007,59,Illinois,34,64.5,6.9,20,235,674,0.349,536,1111,0.482,1.23,0.498
2007,60,Creighton,32,67.2,6.3,18,202,588,0.344,508,1003,0.506,1.35,0.51
2007,61,Arizona,30,78.5,5.6,16,168,490,0.343,657,1229,0.535,1.37,0.529
2007,62,Marquette,33,72.5,6.3,19,207,622,0.333,629,1282,0.491,1.26,0.493
2007,63,Louisville,32,71.4,7.4,22,238,716,0.332,562,1134,0.496,1.24,0.497
2007,64,Miami (OH),32,59.6,5.1,15,162,488,0.332,537,1033,0.52,1.25,0.513
2007,65,Jackson State,34,71.2,5.5,18,188,598,0.314,665,1440,0.462,1.19,0.465
2006,1,Iona,30,80.4,6.4,16,193,470,0.411,665,1304,0.51,1.36,0.538
2006,2,Utah State,31,72.5,7.4,18,229,566,0.405,599,1097,0.546,1.35,0.567
2006,3,Air Force,30,64,8.8,22,263,657,0.4,399,715,0.558,1.4,0.578
2006,4,Marquette,30,74.7,8.5,21,256,641,0.399,542,1121,0.483,1.27,0.526
2006,5,Duke,33,82.5,7.8,20,258,652,0.396,658,1201,0.548,1.47,0.564
2006,6,Indiana,29,71.2,8.7,22,252,637,0.396,479,953,0.503,1.3,0.539
2006,7,Florida,33,79.3,7.4,19,244,619,0.394,668,1176,0.568,1.46,0.576
2006,8,Tennessee,28,81.3,8.9,23,249,633,0.393,559,1099,0.509,1.31,0.538
2006,9,San Diego State,32,74.2,6.6,17,210,538,0.39,598,1230,0.486,1.34,0.516
2006,10,Bucknell,30,66.6,6.1,16,183,470,0.389,511,1005,0.508,1.36,0.533
2006,11,Pacific,31,74.2,6.6,17,205,528,0.388,627,1172,0.535,1.35,0.55
2006,12,Oral Roberts,32,74.8,6.6,17,211,545,0.387,627,1285,0.488,1.31,0.516
2006,13,Villanova,29,75.4,9.1,24,264,683,0.387,462,1022,0.452,1.28,0.503
2006,14,Montana,29,79.5,7.4,19,215,558,0.385,612,1112,0.55,1.38,0.56
2006,15,Belmont,30,81.8,8.6,22,257,673,0.382,623,1087,0.573,1.39,0.573
2006,16,Albany,31,68.9,7.1,19,219,574,0.382,500,1034,0.484,1.33,0.515
2006,17,North Carolina,29,80.4,6.9,18,200,525,0.381,618,1172,0.527,1.37,0.541
2006,18,Kansas,32,75.2,6.2,16,198,521,0.38,688,1344,0.512,1.29,0.528
2006,19,Texas,33,76.1,7.4,20,245,645,0.38,645,1259,0.512,1.32,0.532
2006,20,NC State,30,75.7,9.3,25,280,739,0.379,470,867,0.542,1.41,0.554
2006,21,Michigan State,33,74.4,5.9,16,194,514,0.377,676,1305,0.518,1.35,0.532
2006,22,California,30,69.2,5.5,15,164,436,0.376,533,1115,0.478,1.34,0.502
2006,23,Davidson,30,78,9.1,24,272,729,0.373,557,1088,0.512,1.29,0.531
2006,24,Xavier,31,71.5,6.7,18,208,560,0.371,549,1074,0.511,1.36,0.527
2006,25,Ohio State,30,74.7,8.4,23,252,680,0.371,536,999,0.537,1.33,0.544
2006,26,Northwestern State,32,76.7,6.6,18,211,573,0.368,659,1293,0.51,1.32,0.523
2006,27,Wichita State,32,68.8,6.7,18,215,587,0.366,553,1147,0.482,1.27,0.505
2006,28,Gonzaga,30,80.1,5.7,16,171,467,0.366,648,1250,0.518,1.4,0.527
2006,29,Boston College,33,74.4,5.8,16,192,526,0.365,678,1263,0.537,1.37,0.54
2006,30,Washington,30,82.4,6.6,18,197,540,0.365,706,1363,0.518,1.3,0.526
2006,31,South Alabama,30,74.4,8.6,24,258,708,0.364,520,997,0.522,1.31,0.532
2006,32,Winthrop,30,73.8,7.7,21,231,634,0.364,525,1045,0.502,1.32,0.519
2006,33,Nevada,32,72.6,5.4,15,174,479,0.363,659,1352,0.487,1.27,0.502
2006,34,Illinois,31,70,7.4,20,228,628,0.363,566,1112,0.509,1.25,0.522
2006,35,Georgetown,30,66.7,6.9,19,207,574,0.361,512,950,0.539,1.31,0.54
2006,36,Oklahoma,28,68.6,6,17,169,471,0.359,515,1054,0.489,1.26,0.504
2006,37,Texas A&M,29,69.2,6.6,18,190,530,0.358,493,988,0.499,1.32,0.513
2006,38,UConn,30,81.3,5.3,15,159,444,0.358,713,1419,0.502,1.31,0.511
2006,39,Kent State,33,72.5,6.9,19,228,638,0.357,593,1190,0.498,1.31,0.511
2006,40,UCLA,33,68.6,6.3,18,207,580,0.357,598,1095,0.546,1.35,0.542
2006,41,Murray State,30,71.3,7.4,21,223,625,0.357,560,1105,0.507,1.24,0.517
2006,42,Kentucky,33,70.5,7.6,21,252,709,0.355,603,1188,0.508,1.23,0.517
2006,43,George Washington,28,79,6,17,167,471,0.355,626,1209,0.518,1.32,0.522
2006,44,Pittsburgh,31,72.5,6.3,18,194,551,0.352,590,1184,0.498,1.29,0.508
2006,45,Memphis,33,80.9,7.6,22,251,713,0.352,675,1355,0.498,1.29,0.508
2006,46,George Mason,30,69.4,5.9,17,178,506,0.352,594,1090,0.545,1.3,0.539
2006,47,UAB,30,74.7,7.2,21,217,623,0.348,580,1135,0.511,1.28,0.515
2006,48,West Virginia,30,71.1,10.1,29,304,880,0.345,466,844,0.552,1.24,0.535
2006,49,Northern Iowa,32,66.1,6.6,19,212,616,0.344,525,998,0.526,1.31,0.522
2006,50,Syracuse,34,72.9,7.5,22,256,747,0.343,637,1285,0.496,1.22,0.502
2006,51,Wisconsin,30,71,6.3,18,189,553,0.342,562,1185,0.474,1.23,0.486
2006,52,Arkansas,31,74.3,5.7,17,177,521,0.34,645,1269,0.508,1.29,0.509
2006,53,Alabama,29,70,5.5,16,160,471,0.34,551,1097,0.502,1.29,0.504
2006,54,Monmouth,32,64.8,6.3,19,203,601,0.338,543,1082,0.502,1.23,0.504
2006,55,LSU,31,74.8,4.4,13,135,401,0.337,723,1409,0.513,1.28,0.511
2006,56,Seton Hall,29,67.8,5.8,17,168,500,0.336,503,1129,0.446,1.21,0.463
2006,57,Milwaukee,29,74.2,6.6,20,191,569,0.336,559,1147,0.487,1.25,0.493
2006,58,Iowa,33,66.4,5.6,17,185,552,0.335,578,1218,0.475,1.24,0.483
2006,59,Southern Illinois,32,60.9,5.6,17,179,535,0.335,508,1131,0.449,1.17,0.466
2006,60,UNC Wilmington,32,67.7,6.4,19,205,617,0.332,570,1196,0.477,1.19,0.484
2006,61,Bradley,30,71.5,5.6,17,167,508,0.329,616,1254,0.491,1.22,0.492
2006,62,Pennsylvania,28,69.1,6.6,21,186,580,0.321,507,962,0.527,1.25,0.51
2006,63,Southern,31,65.8,4.5,14,139,436,0.319,626,1299,0.482,1.18,0.481
2006,64,Hampton,31,66.8,5.6,18,173,546,0.317,570,1231,0.463,1.17,0.467
2006,65,Arizona,31,72.9,4.3,13,132,418,0.316,714,1495,0.478,1.18,0.477
2005,1,Oklahoma State,30,78.6,7.3,17,220,522,0.421,619,1162,0.533,1.4,0.564
2005,2,Creighton,33,71.5,8.6,21,285,687,0.415,517,1083,0.477,1.33,0.534
2005,3,Wake Forest,31,84.7,7.5,19,234,578,0.405,671,1259,0.533,1.43,0.556
2005,4,Arizona,33,79.7,6.8,17,226,562,0.402,735,1479,0.497,1.29,0.526
2005,5,Louisville,33,81.2,9.6,24,317,789,0.402,566,1109,0.51,1.41,0.549
2005,6,Texas Tech,30,77.5,4.6,11,137,341,0.402,710,1449,0.49,1.3,0.511
2005,7,North Carolina,31,88.8,7.4,18,229,572,0.4,715,1330,0.538,1.45,0.557
2005,8,New Mexico,32,76.4,8.3,21,265,663,0.4,573,1013,0.566,1.46,0.579
2005,9,Illinois,33,77.4,8.7,22,287,719,0.399,642,1182,0.543,1.34,0.564
2005,10,Alabama,31,75.9,7.7,20,240,609,0.394,553,1035,0.534,1.43,0.555
2005,11,Florida,30,76.9,7.7,20,230,585,0.393,573,1060,0.541,1.4,0.558
2005,12,Utah State,31,73,5.7,15,178,454,0.392,653,1112,0.587,1.44,0.587
2005,13,Gonzaga,29,79.7,5,13,146,374,0.39,654,1207,0.542,1.46,0.552
2005,14,Washington,32,86.3,7.3,19,233,603,0.386,773,1479,0.523,1.33,0.539
2005,15,Texas,30,77.6,7.9,21,238,617,0.386,554,1104,0.502,1.35,0.529
2005,16,Wisconsin,30,67.2,7.2,19,217,563,0.385,479,1029,0.466,1.27,0.505
2005,17,Northern Iowa,31,72.9,7.2,19,222,576,0.385,603,1134,0.532,1.32,0.547
2005,18,Duke,30,79.8,9,23,269,699,0.385,527,1076,0.49,1.35,0.524
2005,19,Oklahoma,31,75.4,6.7,18,209,544,0.384,644,1223,0.527,1.32,0.542
2005,20,Pittsburgh,28,72.4,6,16,167,439,0.38,546,1069,0.511,1.34,0.528
2005,21,Pacific,29,72.4,6.3,17,183,482,0.38,555,994,0.558,1.42,0.562
2005,22,Iowa,32,73.2,6.4,17,205,541,0.379,616,1231,0.5,1.32,0.521
2005,23,Bucknell,31,63.6,6.6,18,205,545,0.376,454,935,0.486,1.33,0.515
2005,24,Utah,32,68.8,4.4,12,140,373,0.375,637,1128,0.565,1.47,0.564
2005,25,Kansas,29,75.4,6.8,18,197,528,0.373,584,1110,0.526,1.34,0.537
2005,26,UCF,32,69.8,8.5,23,272,731,0.372,491,910,0.54,1.36,0.548
2005,27,NC State,32,73.8,8.5,23,271,734,0.369,535,1022,0.523,1.35,0.536
2005,28,Villanova,29,73.8,7.1,19,206,558,0.369,533,1110,0.48,1.28,0.505
2005,29,LSU,29,75.5,6.9,19,199,540,0.369,554,1086,0.51,1.35,0.524
2005,30,Charlotte,28,78.4,8,22,224,609,0.368,516,1100,0.469,1.28,0.499
2005,31,Southern Illinois,33,67.4,5.8,16,192,523,0.367,644,1317,0.489,1.21,0.507
2005,32,UTEP,34,75.4,6.1,17,206,562,0.367,673,1340,0.502,1.35,0.516
2005,33,Niagara,29,85.2,9.1,25,264,725,0.364,545,1122,0.486,1.34,0.509
2005,34,Winthrop,32,68.2,6.6,18,210,578,0.363,535,1086,0.493,1.31,0.511
2005,35,George Washington,29,77.2,5.4,15,156,431,0.362,648,1254,0.517,1.33,0.523
2005,36,Michigan State,28,78.1,6.9,19,192,533,0.36,584,1032,0.566,1.4,0.557
2005,37,Vermont,30,72.6,8.5,24,255,708,0.36,506,1015,0.499,1.26,0.516
2005,38,Minnesota,31,68.5,5.3,15,165,464,0.356,585,1180,0.496,1.29,0.506
2005,39,Saint Mary's,33,70.2,7,20,230,650,0.354,546,1117,0.489,1.31,0.504
2005,40,UAB,31,77.8,6.6,19,204,579,0.352,648,1294,0.501,1.29,0.509
2005,41,Eastern Kentucky,30,73.1,6.3,18,188,534,0.352,631,1180,0.535,1.28,0.533
2005,42,UConn,29,78.6,5.1,15,149,424,0.351,662,1338,0.495,1.29,0.503
2005,43,Milwaukee,29,74.9,8,23,232,661,0.351,525,1036,0.507,1.28,0.514
2005,44,Fairleigh Dickinson,32,74.3,6.7,19,214,610,0.351,657,1308,0.502,1.24,0.51
2005,45,Montana,30,69.2,5.8,16,173,494,0.35,529,1047,0.505,1.35,0.512
2005,46,West Virginia,31,70.2,8.9,26,277,795,0.348,482,921,0.523,1.27,0.523
2005,47,Stanford,30,70.1,4,12,120,345,0.348,630,1370,0.46,1.23,0.472
2005,48,UCLA,28,74,6.4,19,180,518,0.347,542,1076,0.504,1.3,0.509
2005,49,Cincinnati,31,76.4,6.6,19,205,590,0.347,587,1215,0.483,1.31,0.496
2005,50,Delaware State,32,62.4,6.5,19,208,607,0.343,440,926,0.475,1.3,0.491
2005,51,Pennsylvania,28,68.5,6.5,19,182,533,0.341,477,976,0.489,1.27,0.497
2005,52,Kentucky,30,73.7,6.5,19,196,580,0.338,599,1152,0.52,1.28,0.516
2005,53,Old Dominion,33,71.2,6.2,18,203,604,0.336,640,1293,0.495,1.24,0.498
2005,54,Oakland,30,70.7,6.3,19,188,563,0.334,569,1126,0.505,1.26,0.504
2005,55,Louisiana,30,72.6,6.5,20,196,589,0.333,584,1160,0.503,1.24,0.502
2005,56,Mississippi State,32,72.4,5.8,18,186,560,0.332,632,1279,0.494,1.26,0.495
2005,57,Boston College,28,71.9,4,12,112,340,0.329,603,1243,0.485,1.27,0.487
2005,58,Georgia Tech,30,74.6,5.9,18,177,538,0.329,624,1230,0.507,1.27,0.503
2005,59,Ohio,31,71.8,5.6,17,173,537,0.322,582,1092,0.533,1.37,0.517
2005,60,Syracuse,33,75.5,4.6,15,153,487,0.314,770,1414,0.545,1.31,0.526
2005,61,SE Louisiana,32,63.6,3.6,11,114,366,0.311,634,1249,0.508,1.26,0.498
2005,62,Chattanooga,36,74,5.6,18,201,658,0.305,736,1387,0.531,1.3,0.507
2005,63,Iowa State,29,68.4,3.7,13,107,365,0.293,625,1295,0.483,1.19,0.473
2005,64,Nevada,30,70.2,2.7,10,81,299,0.271,667,1315,0.507,1.3,0.489
2004,1,Gonzaga,28,83,6.6,16,186,442,0.421,635,1137,0.558,1.47,0.579
2004,2,Saint Joseph's,28,77.8,9.8,24,273,671,0.407,488,919,0.531,1.37,0.564
2004,3,Michigan State,29,71.4,6.4,16,185,458,0.404,540,1006,0.537,1.42,0.558
2004,4,UConn,33,79.1,6.4,16,211,527,0.4,783,1540,0.508,1.26,0.532
2004,5,Utah,32,65.1,6,15,193,488,0.395,556,1092,0.509,1.32,0.535
2004,6,UIC,31,70,5,13,155,394,0.393,635,1339,0.474,1.25,0.501
2004,7,Oklahoma State,29,79.2,4.9,13,143,367,0.39,710,1283,0.553,1.39,0.56
2004,8,UTEP,31,77.3,6.2,16,192,496,0.387,613,1196,0.513,1.42,0.533
2004,9,VCU,30,70.8,6.6,17,197,510,0.386,585,1140,0.513,1.29,0.534
2004,10,Arizona,30,87.6,7.4,19,222,575,0.386,724,1377,0.526,1.35,0.541
2004,11,Cincinnati,30,76.9,7.2,19,217,564,0.385,594,1209,0.491,1.3,0.519
2004,12,Alabama,29,72.2,7.1,19,207,540,0.383,515,1054,0.489,1.31,0.518
2004,13,Wake Forest,28,83.8,7.6,20,214,559,0.383,584,1133,0.515,1.39,0.535
2004,14,Air Force,28,60.2,8.5,22,237,622,0.381,331,555,0.596,1.43,0.583
2004,15,Western Michigan,30,79.2,7.2,19,215,566,0.38,608,1211,0.502,1.34,0.524
2004,16,Florida,29,77.1,8.1,22,236,626,0.377,547,995,0.55,1.38,0.556
2004,17,Louisiana,28,77.9,8.3,22,232,616,0.377,549,1050,0.523,1.31,0.538
2004,18,Eastern Washington,29,70.6,6.1,16,176,469,0.375,550,1046,0.526,1.35,0.537
2004,19,Georgia Tech,32,78.1,7.3,19,232,620,0.374,646,1248,0.518,1.34,0.532
2004,20,Duke,31,79.5,7.3,19,225,604,0.373,624,1197,0.521,1.37,0.534
2004,21,Xavier,33,70.4,7.6,21,251,679,0.37,559,1157,0.483,1.27,0.51
2004,22,Providence,28,71.5,7.9,22,222,603,0.368,472,928,0.509,1.31,0.526
2004,23,Manhattan,29,74.3,5.8,16,167,454,0.368,540,1147,0.471,1.35,0.494
2004,24,Texas,29,78.1,7,19,202,551,0.367,607,1270,0.478,1.24,0.5
