Year,RK,Team,GP,STL,STPG,TO,TOPG,PF,ST/TO,ST/PF
2009,61,Texas A&M,32,159,4.97,411,12.84,548,0.39,0.29
2009,62,Wisconsin,31,154,4.97,314,10.13,490,0.49,0.31
2009,63,California,32,157,4.91,385,12.03,538,0.41,0.29
2009,64,Utah State,34,166,4.88,384,11.29,518,0.43,0.32
2009,65,Northern Iowa,33,140,4.24,383,11.61,598,0.37,0.23
2008,1,Clemson,33,326,9.88,491,14.88,639,0.66,0.51
2008,2,Austin Peay,34,331,9.74,433,12.74,597,0.76,0.55
2008,3,Marquette,33,317,9.61,435,13.18,689,0.73,0.46
2008,4,Siena,32,302,9.44,355,11.09,494,0.85,0.61
2008,5,Tennessee,33,306,9.27,423,12.82,680,0.72,0.45
2008,6,Kansas,34,305,8.97,440,12.94,592,0.69,0.52
2008,7,CSU Fullerton,32,287,8.97,431,13.47,604,0.67,0.48
2008,8,Memphis,34,296,8.71,415,12.21,593,0.71,0.5
2008,9,Duke,32,278,8.69,434,13.56,613,0.64,0.45
2008,10,Belmont,33,283,8.58,484,14.67,605,0.58,0.47
2008,11,Kent State,34,290,8.53,496,14.59,639,0.58,0.45
2008,12,Purdue,32,272,8.5,413,12.91,627,0.66,0.43
2008,13,Winthrop,33,280,8.48,432,13.09,576,0.65,0.49
2008,14,North Carolina,34,283,8.32,499,14.68,577,0.57,0.49
2008,15,Louisville,32,259,8.09,424,13.25,582,0.61,0.45
2008,16,Villanova,32,259,8.09,451,14.09,666,0.57,0.39
2008,17,Davidson,32,259,8.09,391,12.22,581,0.66,0.45
2008,18,UNLV,32,256,8,345,10.78,559,0.74,0.46
2008,19,Western Kentucky,33,259,7.85,467,14.15,696,0.55,0.37
2008,20,Kansas State,31,238,7.68,475,15.32,622,0.5,0.38
2008,21,Drake,32,244,7.63,375,11.72,471,0.65,0.52
2008,22,Gonzaga,32,242,7.56,454,14.19,565,0.53,0.43
2008,23,Saint Mary's,30,225,7.5,413,13.77,521,0.54,0.43
2008,24,UCLA,34,253,7.44,420,12.35,486,0.6,0.52
2008,25,Baylor,31,228,7.35,392,12.65,650,0.58,0.35
2008,26,Mount St. Mary's,32,232,7.25,460,14.38,637,0.5,0.36
2008,27,Saint Joseph's,33,238,7.21,420,12.73,574,0.57,0.41
2008,28,West Virginia,34,245,7.21,379,11.15,646,0.65,0.38
2008,29,Georgetown,32,228,7.13,423,13.22,561,0.54,0.41
2008,30,Indiana,32,225,7.03,439,13.72,551,0.51,0.41
2008,31,Arkansas,33,231,7,510,15.45,626,0.45,0.37
2008,32,Portland State,32,223,6.97,468,14.63,571,0.48,0.39
2008,33,Pittsburgh,35,238,6.8,427,12.2,566,0.56,0.42
2008,34,San Diego,34,231,6.79,510,15,588,0.45,0.39
2008,35,Georgia,33,224,6.79,492,14.91,589,0.46,0.38
2008,36,Kentucky,30,202,6.73,478,15.93,563,0.42,0.36
2008,37,UT Arlington,32,213,6.66,551,17.22,626,0.39,0.34
2008,38,Oklahoma,33,218,6.61,426,12.91,558,0.51,0.39
2008,39,Notre Dame,31,198,6.39,403,13,465,0.49,0.43
2008,40,Boise State,33,210,6.36,515,15.61,578,0.41,0.36
2008,41,Wisconsin,33,208,6.3,399,12.09,473,0.52,0.44
2008,42,Butler,32,201,6.28,328,10.25,542,0.61,0.37
2008,43,Temple,33,207,6.27,421,12.76,589,0.49,0.35
2008,44,Oral Roberts,32,200,6.25,421,13.16,539,0.48,0.37
2008,45,Washington State,32,200,6.25,331,10.34,490,0.6,0.41
2008,46,Mississippi Valley State,32,199,6.22,462,14.44,573,0.43,0.35
2008,47,Texas,34,211,6.21,321,9.44,555,0.66,0.38
2008,48,UMBC,32,197,6.16,306,9.56,519,0.64,0.38
2008,49,South Alabama,32,196,6.13,443,13.84,548,0.44,0.36
2008,50,Michigan State,33,201,6.09,451,13.67,602,0.45,0.33
2008,51,Miami,32,194,6.06,429,13.41,599,0.45,0.32
2008,52,Vanderbilt,33,198,6,478,14.48,601,0.41,0.33
2008,53,Mississippi State,32,192,6,489,15.28,530,0.39,0.36
2008,54,Cornell,27,162,6,370,13.7,493,0.44,0.33
2008,55,BYU,34,201,5.91,485,14.26,603,0.41,0.33
2008,56,UConn,32,184,5.75,436,13.63,487,0.42,0.38
2008,57,USC,32,182,5.69,471,14.72,504,0.39,0.36
2008,58,Arizona,33,186,5.64,402,12.18,542,0.46,0.34
2008,59,George Mason,33,184,5.58,395,11.97,511,0.47,0.36
2008,60,Xavier,33,184,5.58,438,13.27,572,0.42,0.32
2008,61,American,32,147,4.59,436,13.63,561,0.34,0.26
2008,62,Oregon,31,142,4.58,392,12.65,560,0.36,0.25
2008,63,Texas A&M,34,154,4.53,434,12.76,580,0.35,0.27
2008,64,Stanford,33,144,4.36,405,12.27,566,0.36,0.25
2007,1,Georgia Tech,31,310,10,492,15.87,642,0.63,0.48
2007,2,Memphis,33,324,9.82,448,13.58,652,0.72,0.5
2007,3,Tennessee,32,314,9.81,467,14.59,634,0.67,0.5
2007,4,Holy Cross,33,315,9.55,501,15.18,598,0.63,0.53
2007,5,George Washington,31,289,9.32,424,13.68,585,0.68,0.49
2007,6,Kansas,34,303,8.91,476,14,634,0.64,0.48
2007,7,Marquette,33,289,8.76,481,14.58,672,0.6,0.43
2007,8,Pennsylvania,30,261,8.7,423,14.1,553,0.62,0.47
2007,9,Virginia Tech,32,271,8.47,351,10.97,584,0.77,0.46
2007,10,Notre Dame,31,261,8.42,401,12.94,560,0.65,0.47
2007,11,North Carolina,34,285,8.38,474,13.94,588,0.6,0.48
2007,12,Jackson State,34,281,8.26,529,15.56,704,0.53,0.4
2007,13,Villanova,32,262,8.19,442,13.81,619,0.59,0.42
2007,14,Winthrop,32,259,8.09,417,13.03,553,0.62,0.47
2007,15,UNLV,34,273,8.03,384,11.29,607,0.71,0.45
2007,16,Texas A&M-CC,32,252,7.88,520,16.25,605,0.48,0.42
2007,17,Davidson,33,259,7.85,478,14.48,585,0.54,0.44
2007,18,Eastern Kentucky,32,251,7.84,430,13.44,435,0.58,0.58
2007,19,Purdue,32,246,7.69,455,14.22,631,0.54,0.39
2007,20,Old Dominion,32,244,7.63,395,12.34,599,0.62,0.41
2007,21,Texas,33,251,7.61,405,12.27,570,0.62,0.44
2007,22,UCLA,31,235,7.58,379,12.23,500,0.62,0.47
2007,23,Long Beach State,31,235,7.58,432,13.94,537,0.54,0.44
2007,24,Vanderbilt,31,234,7.55,389,12.55,528,0.6,0.44
2007,25,Maryland,32,241,7.53,505,15.78,583,0.48,0.41
2007,26,VCU,33,246,7.45,376,11.39,595,0.65,0.41
2007,27,Louisville,32,237,7.41,407,12.72,644,0.58,0.37
2007,28,Duke,32,236,7.38,492,15.38,558,0.48,0.42
2007,29,New Mexico State,33,237,7.18,556,16.85,676,0.43,0.35
2007,30,Oregon,33,235,7.12,416,12.61,529,0.56,0.44
2007,31,Florida,34,241,7.09,476,14,533,0.51,0.45
2007,32,Florida A&M,34,239,7.03,610,17.94,621,0.39,0.38
2007,33,Arkansas,34,235,6.91,521,15.32,591,0.45,0.4
2007,34,Texas Tech,33,227,6.88,390,11.82,576,0.58,0.39
2007,35,Ohio State,33,225,6.82,388,11.76,448,0.58,0.5
2007,36,Texas A&M,31,210,6.77,388,12.52,605,0.54,0.35
2007,37,Weber State,31,207,6.68,498,16.06,598,0.42,0.35
2007,38,Washington State,32,213,6.66,330,10.31,520,0.65,0.41
2007,39,Indiana,30,199,6.63,371,12.37,624,0.54,0.32
2007,40,North Texas,33,218,6.61,518,15.7,664,0.42,0.33
2007,41,Southern Illinois,33,217,6.58,462,14,672,0.47,0.32
2007,42,Oral Roberts,33,209,6.33,501,15.18,588,0.42,0.36
2007,43,Niagara,33,207,6.27,441,13.36,573,0.47,0.36
2007,44,Creighton,32,200,6.25,411,12.84,534,0.49,0.37
2007,45,Gonzaga,33,206,6.24,463,14.03,637,0.44,0.32
2007,46,BYU,33,203,6.15,446,13.52,639,0.46,0.32
2007,47,Belmont,32,195,6.09,516,16.13,587,0.38,0.33
2007,48,Central Connecticut,33,200,6.06,469,14.21,532,0.43,0.38
2007,49,Arizona,30,180,6,412,13.73,402,0.44,0.45
2007,50,Kentucky,32,191,5.97,470,14.69,507,0.41,0.38
2007,51,Illinois,34,202,5.94,470,13.82,581,0.43,0.35
2007,52,Albany,32,189,5.91,428,13.38,615,0.44,0.31
2007,53,Wright State,32,187,5.84,392,12.25,559,0.48,0.33
2007,54,Miami (OH),32,186,5.81,427,13.34,545,0.44,0.34
2007,55,Boston College,31,179,5.77,438,14.13,477,0.41,0.38
2007,56,Xavier,32,184,5.75,412,12.88,563,0.45,0.33
2007,57,Wisconsin,34,193,5.68,389,11.44,508,0.5,0.38
2007,58,USC,34,187,5.5,500,14.71,606,0.37,0.31
2007,59,Nevada,32,176,5.5,418,13.06,533,0.42,0.33
2007,60,Pittsburgh,34,181,5.32,398,11.71,560,0.45,0.32
2007,61,Georgetown,32,167,5.22,440,13.75,528,0.38,0.32
2007,62,Butler,33,172,5.21,309,9.36,632,0.56,0.27
2007,63,Michigan State,33,169,5.12,496,15.03,605,0.34,0.28
2007,64,Stanford,30,142,4.73,438,14.6,548,0.32,0.26
2007,65,Virginia,30,141,4.7,417,13.9,601,0.34,0.23
2006,1,UAB,30,332,11.07,385,12.83,540,0.86,0.61
2006,2,Tennessee,28,286,10.21,363,12.96,504,0.79,0.57
2006,3,Pennsylvania,28,279,9.96,374,13.36,512,0.75,0.54
2006,4,Arizona,31,306,9.87,418,13.48,511,0.73,0.6
2006,5,Memphis,33,323,9.79,522,15.82,667,0.62,0.48
2006,6,Kansas,32,311,9.72,498,15.56,574,0.62,0.54
2006,7,Winthrop,30,291,9.7,424,14.13,515,0.69,0.57
2006,8,Duke,33,315,9.55,442,13.39,577,0.71,0.55
2006,9,George Washington,28,264,9.43,396,14.14,501,0.67,0.53
2006,10,Northwestern State,32,296,9.25,500,15.63,653,0.59,0.45
2006,11,Bradley,30,276,9.2,456,15.2,562,0.61,0.49
2006,12,Syracuse,34,307,9.03,520,15.29,609,0.59,0.5
2006,13,Bucknell,30,265,8.83,441,14.7,523,0.6,0.51
2006,14,Texas A&M,29,251,8.66,389,13.41,626,0.65,0.4
2006,15,South Alabama,30,257,8.57,399,13.3,560,0.64,0.46
2006,16,Southern Illinois,32,271,8.47,458,14.31,639,0.59,0.42
2006,17,Arkansas,31,262,8.45,415,13.39,525,0.63,0.5
2006,18,LSU,31,262,8.45,484,15.61,489,0.54,0.54
2006,19,Texas,33,269,8.15,452,13.7,505,0.6,0.53
2006,20,West Virginia,30,242,8.07,254,8.47,380,0.95,0.64
2006,21,Air Force,30,242,8.07,324,10.8,459,0.75,0.53
2006,22,Murray State,30,241,8.03,374,12.47,549,0.64,0.44
2006,23,Florida,33,265,8.03,491,14.88,532,0.54,0.5
2006,24,Washington,30,238,7.93,451,15.03,568,0.53,0.42
2006,25,North Carolina,29,229,7.9,482,16.62,504,0.48,0.45
2006,26,Kent State,33,259,7.85,441,13.36,663,0.59,0.39
2006,27,Belmont,30,232,7.73,489,16.3,596,0.47,0.39
2006,28,Montana,29,224,7.72,416,14.34,537,0.54,0.42
2006,29,UNC Wilmington,32,246,7.69,399,12.47,660,0.62,0.37
2006,30,Monmouth,32,245,7.66,483,15.09,542,0.51,0.45
2006,31,Hampton,31,237,7.65,503,16.23,647,0.47,0.37
2006,32,Iona,30,229,7.63,453,15.1,557,0.51,0.41
2006,33,San Diego State,32,244,7.63,482,15.06,526,0.51,0.46
2006,34,Villanova,29,220,7.59,327,11.28,533,0.67,0.41
2006,35,Southern,31,235,7.58,545,17.58,554,0.43,0.42
2006,36,Marquette,30,226,7.53,446,14.87,577,0.51,0.39
2006,37,NC State,30,221,7.37,410,13.67,531,0.54,0.42
2006,38,George Mason,30,219,7.3,396,13.2,462,0.55,0.47
2006,39,Gonzaga,30,218,7.27,400,13.33,564,0.55,0.39
2006,40,Oklahoma,28,199,7.11,393,14.04,474,0.51,0.42
2006,41,Ohio State,30,210,7,364,12.13,462,0.58,0.45
2006,42,Milwaukee,29,202,6.97,398,13.72,562,0.51,0.36
2006,43,Seton Hall,29,196,6.76,390,13.45,545,0.5,0.36
2006,44,Oral Roberts,32,216,6.75,459,14.34,566,0.47,0.38
2006,45,Iowa,33,221,6.7,487,14.76,499,0.45,0.44
2006,46,UConn,30,199,6.63,426,14.2,462,0.47,0.43
2006,47,Michigan State,33,212,6.42,468,14.18,601,0.45,0.35
2006,48,Albany,31,198,6.39,439,14.16,592,0.45,0.33
2006,49,Pittsburgh,31,197,6.35,426,13.74,529,0.46,0.37
2006,50,Alabama,29,184,6.34,392,13.52,401,0.47,0.46
2006,51,Indiana,29,183,6.31,424,14.62,528,0.43,0.35
2006,52,Xavier,31,195,6.29,402,12.97,547,0.49,0.36
2006,53,Illinois,31,193,6.23,383,12.35,539,0.5,0.36
2006,54,Boston College,33,203,6.15,435,13.18,537,0.47,0.38
2006,55,Georgetown,30,181,6.03,352,11.73,448,0.51,0.4
2006,56,Kentucky,33,197,5.97,442,13.39,558,0.45,0.35
2006,57,Pacific,31,184,5.94,404,13.03,479,0.46,0.38
2006,58,UCLA,33,186,5.64,480,14.55,533,0.39,0.35
2006,59,Northern Iowa,32,175,5.47,393,12.28,465,0.45,0.38
2006,60,Nevada,32,174,5.44,417,13.03,513,0.42,0.34
2006,61,Wisconsin,30,161,5.37,349,11.63,516,0.46,0.31
2006,62,Wichita State,32,170,5.31,412,12.88,494,0.41,0.34
2006,63,Utah State,31,162,5.23,399,12.87,478,0.41,0.34
2006,64,California,30,155,5.17,371,12.37,500,0.42,0.31
2006,65,Davidson,30,150,5,390,13,550,0.38,0.27
2005,1,UAB,31,365,11.77,415,13.39,600,0.88,0.61
2005,2,North Carolina,31,322,10.39,517,16.68,562,0.62,0.57
2005,3,George Washington,29,284,9.79,434,14.97,504,0.65,0.56
2005,4,Old Dominion,33,320,9.7,401,12.15,568,0.8,0.56
2005,5,Iowa State,29,275,9.48,375,12.93,484,0.73,0.57
2005,6,Louisiana,30,284,9.47,464,15.47,583,0.61,0.49
2005,7,Kentucky,30,282,9.4,391,13.03,504,0.72,0.56
2005,8,Southern Illinois,33,306,9.27,428,12.97,634,0.71,0.48
2005,9,Minnesota,31,283,9.13,500,16.13,493,0.57,0.57
2005,10,Louisville,33,300,9.09,480,14.55,618,0.63,0.49
2005,11,SE Louisiana,32,288,9,443,13.84,551,0.65,0.52
2005,12,Oklahoma,31,274,8.84,428,13.81,566,0.64,0.48
2005,13,Duke,30,263,8.77,408,13.6,553,0.64,0.48
2005,14,Charlotte,28,244,8.71,369,13.18,475,0.66,0.51
2005,15,Wake Forest,31,267,8.61,451,14.55,598,0.59,0.45
2005,16,Ohio,31,265,8.55,403,13,550,0.66,0.48
2005,17,Milwaukee,29,246,8.48,400,13.79,553,0.62,0.44
2005,18,Washington,32,268,8.38,465,14.53,658,0.58,0.41
2005,19,Winthrop,32,265,8.28,451,14.09,597,0.59,0.44
2005,20,Georgia Tech,30,248,8.27,459,15.3,604,0.54,0.41
2005,21,Arizona,33,272,8.24,490,14.85,543,0.56,0.5
2005,22,Villanova,29,239,8.24,366,12.62,534,0.65,0.45
2005,23,West Virginia,31,253,8.16,353,11.39,454,0.72,0.56
2005,24,Delaware State,32,261,8.16,450,14.06,515,0.58,0.51
2005,25,Syracuse,33,267,8.09,441,13.36,526,0.61,0.51
2005,26,Bucknell,31,248,8,489,15.77,585,0.51,0.42
2005,27,Pennsylvania,28,222,7.93,438,15.64,551,0.51,0.4
2005,28,Texas Tech,30,233,7.77,386,12.87,511,0.6,0.46
2005,29,Chattanooga,36,278,7.72,613,17.03,602,0.45,0.46
2005,30,Michigan State,28,216,7.71,388,13.86,540,0.56,0.4
2005,31,Illinois,33,252,7.64,367,11.12,512,0.69,0.49
2005,32,New Mexico,32,243,7.59,438,13.69,538,0.55,0.45
2005,33,Eastern Kentucky,30,227,7.57,434,14.47,579,0.52,0.39
2005,34,Iowa,32,241,7.53,465,14.53,598,0.52,0.4
2005,35,UTEP,34,249,7.32,416,12.24,560,0.6,0.44
2005,36,Oklahoma State,30,218,7.27,414,13.8,546,0.53,0.4
2005,37,Boston College,28,203,7.25,362,12.93,417,0.56,0.49
2005,38,Oakland,30,217,7.23,363,12.1,531,0.6,0.41
2005,39,Fairleigh Dickinson,32,231,7.22,449,14.03,605,0.51,0.38
2005,40,NC State,32,226,7.06,393,12.28,603,0.58,0.37
2005,41,Florida,30,211,7.03,409,13.63,546,0.52,0.39
2005,42,Nevada,30,211,7.03,443,14.77,470,0.48,0.45
2005,43,LSU,29,203,7,384,13.24,463,0.53,0.44
2005,44,Mississippi State,32,222,6.94,484,15.13,494,0.46,0.45
2005,45,Niagara,29,199,6.86,371,12.79,551,0.54,0.36
2005,46,Creighton,33,226,6.85,395,11.97,582,0.57,0.39
2005,47,Stanford,30,202,6.73,422,14.07,541,0.48,0.37
2005,48,Vermont,30,202,6.73,356,11.87,475,0.57,0.43
2005,49,UCF,32,212,6.63,486,15.19,600,0.44,0.35
2005,50,Kansas,29,192,6.62,420,14.48,558,0.46,0.34
2005,51,Pittsburgh,28,182,6.5,409,14.61,476,0.44,0.38
2005,52,UConn,29,179,6.17,441,15.21,459,0.41,0.39
2005,53,Utah,32,197,6.16,453,14.16,454,0.43,0.43
2005,54,Saint Mary's,33,202,6.12,514,15.58,599,0.39,0.34
2005,55,Texas,30,182,6.07,428,14.27,532,0.43,0.34
2005,56,Northern Iowa,31,188,6.06,365,11.77,541,0.52,0.35
2005,57,Montana,30,177,5.9,510,17,517,0.35,0.34
2005,58,UCLA,28,164,5.86,451,16.11,517,0.36,0.32
2005,59,Gonzaga,29,162,5.59,393,13.55,505,0.41,0.32
2005,60,Utah State,31,173,5.58,384,12.39,425,0.45,0.41
2005,61,Cincinnati,31,170,5.48,417,13.45,548,0.41,0.31
2005,62,Wisconsin,30,164,5.47,344,11.47,460,0.48,0.36
2005,63,Alabama,31,161,5.19,391,12.61,451,0.41,0.36
2005,64,Pacific,29,148,5.1,404,13.93,419,0.37,0.35
2004,1,UAB,29,341,11.76,395,13.62,607,0.86,0.56
2004,2,East Tennessee State,32,371,11.59,508,15.88,540,0.73,0.69
2004,3,Southern Illinois,29,298,10.28,350,12.07,562,0.85,0.53
2004,4,North Carolina,28,269,9.61,438,15.64,518,0.61,0.52
2004,5,Manhattan,29,274,9.45,377,13,589,0.73,0.47
2004,6,Duke,31,292,9.42,437,14.1,568,0.67,0.51
2004,7,Providence,28,260,9.29,418,14.93,451,0.62,0.58
2004,8,Wake Forest,28,259,9.25,421,15.04,583,0.62,0.44
2004,9,Mississippi State,28,257,9.18,433,15.46,455,0.59,0.56
2004,10,Saint Joseph's,28,256,9.14,328,11.71,477,0.78,0.54
2004,11,UCF,30,273,9.1,459,15.3,550,0.59,0.5
2004,12,Louisiana,28,251,8.96,404,14.43,517,0.62,0.49
2004,13,South Carolina,33,295,8.94,436,13.21,594,0.68,0.5
2004,14,Liberty,32,285,8.91,502,15.69,619,0.57,0.46
2004,15,Georgia Tech,32,283,8.84,495,15.47,679,0.57,0.42
2004,16,Western Michigan,30,263,8.77,399,13.3,581,0.66,0.45
2004,17,Maryland,29,253,8.72,441,15.21,562,0.57,0.45
2004,18,Charlotte,29,253,8.72,444,15.31,548,0.57,0.46
2004,19,Louisville,29,242,8.34,403,13.9,593,0.6,0.41
2004,20,Florida A&M,30,250,8.33,508,16.93,657,0.49,0.38
2004,21,Texas Tech,32,264,8.25,399,12.47,535,0.66,0.49
2004,22,Murray State,33,267,8.09,466,14.12,600,0.57,0.45
2004,23,Kentucky,29,234,8.07,428,14.76,534,0.55,0.44
2004,24,Oklahoma State,29,233,8.03,389,13.41,557,0.6,0.42
2004,25,Cincinnati,30,237,7.9,363,12.1,583,0.65,0.41
2004,26,Syracuse,28,221,7.89,358,12.79,494,0.62,0.45
2004,27,Air Force,28,218,7.79,302,10.79,466,0.72,0.47
2004,28,UIC,31,238,7.68,390,12.58,547,0.61,0.44
2004,29,Monmouth,32,245,7.66,429,13.41,561,0.57,0.44
2004,30,UTSA,32,243,7.59,545,17.03,620,0.45,0.39
2004,31,Vanderbilt,30,227,7.57,383,12.77,534,0.59,0.43
2004,32,Memphis,28,209,7.46,362,12.93,510,0.58,0.41
2004,33,Washington,30,220,7.33,456,15.2,637,0.48,0.35
2004,34,UTEP,31,226,7.29,431,13.9,545,0.52,0.41
2004,35,Michigan State,29,205,7.07,424,14.62,604,0.48,0.34
2004,36,Texas,29,205,7.07,343,11.83,560,0.6,0.37
2004,37,BYU,29,205,7.07,400,13.79,542,0.51,0.38
2004,38,Alabama State,30,212,7.07,516,17.2,561,0.41,0.38
2004,39,Boston College,32,225,7.03,428,13.38,509,0.53,0.44
2004,40,Xavier,33,232,7.03,414,12.55,549,0.56,0.42
2004,41,Richmond,33,231,7,429,13,618,0.54,0.37
2004,42,Vermont,30,210,7,377,12.57,458,0.56,0.46
2004,43,NC State,29,202,6.97,399,13.76,537,0.51,0.38
2004,44,Wisconsin,29,202,6.97,286,9.86,443,0.71,0.46
2004,45,Princeton,27,187,6.93,365,13.52,489,0.51,0.38
2004,46,Arizona,30,207,6.9,454,15.13,483,0.46,0.43
2004,47,Illinois,29,199,6.86,365,12.59,554,0.55,0.36
2004,48,Kansas,29,198,6.83,415,14.31,580,0.48,0.34
2004,49,Valparaiso,30,204,6.8,487,16.23,672,0.42,0.3
2004,50,Seton Hall,29,197,6.79,383,13.21,523,0.51,0.38
2004,51,VCU,30,202,6.73,493,16.43,527,0.41,0.38
2004,52,Florida,29,193,6.66,427,14.72,545,0.45,0.35
2004,53,Nevada,31,204,6.58,409,13.19,568,0.5,0.36
2004,54,Alabama,29,187,6.45,385,13.28,532,0.49,0.35
2004,55,Gonzaga,28,179,6.39,384,13.71,446,0.47,0.4
2004,56,Stanford,30,191,6.37,419,13.97,518,0.46,0.37
2004,57,Eastern Washington,29,184,6.34,439,15.14,589,0.42,0.31
2004,58,UConn,33,203,6.15,455,13.79,530,0.45,0.38
2004,59,Pittsburgh,33,195,5.91,420,12.73,483,0.46,0.4
2004,60,Pacific,31,181,5.84,445,14.35,532,0.41,0.34
2004,61,DePaul,30,171,5.7,403,13.43,522,0.42,0.33
2004,62,Northern Iowa,30,163,5.43,378,12.6,501,0.43,0.33
2004,63,Dayton,32,145,4.53,457,14.28,547,0.32,0.27
2004,64,Utah,32,144,4.5,455,14.22,554,0.32,0.26
2003,1,East Tennessee State,30,342,11.4,546,18.2,569,0.63,0.6
2003,2,Maryland,28,305,10.89,395,14.11,532,0.77,0.57
2003,3,Kansas,32,325,10.16,476,14.88,526,0.68,0.62
2003,4,Troy,31,303,9.77,426,13.74,513,0.71,0.59
2003,5,UNC Wilmington,30,276,9.2,344,11.47,553,0.8,0.5
2003,6,Manhattan,29,266,9.17,412,14.21,636,0.65,0.42
2003,7,Oklahoma State,30,266,8.87,442,14.73,607,0.6,0.44
2003,8,Milwaukee,31,272,8.77,463,14.94,623,0.59,0.44
2003,9,Sam Houston State,29,252,8.69,458,15.79,562,0.55,0.45
2003,10,Mississippi State,29,251,8.66,455,15.69,458,0.55,0.55
2003,11,IUPUI,33,282,8.55,529,16.03,641,0.53,0.44
2003,12,Duke,29,247,8.52,411,14.17,617,0.6,0.4
2003,13,Arizona,28,237,8.46,414,14.79,497,0.57,0.48
2003,14,Creighton,33,277,8.39,441,13.36,570,0.63,0.49
2003,15,Syracuse,29,241,8.31,395,13.62,481,0.61,0.5
2003,16,Holy Cross,30,242,8.07,417,13.9,557,0.58,0.43
2003,17,Pittsburgh,30,242,8.07,453,15.1,539,0.53,0.45
2003,18,Auburn,31,250,8.06,495,15.97,508,0.51,0.49
2003,19,Oregon,32,257,8.03,487,15.22,670,0.53,0.38
2003,20,LSU,31,248,8,430,13.87,507,0.58,0.49
2003,21,South Carolina State,30,240,8,584,19.47,622,0.41,0.39
2003,22,Southern Illinois,30,239,7.97,375,12.5,580,0.64,0.41
2003,23,NC State,29,227,7.83,411,14.17,534,0.55,0.43
2003,24,Kentucky,31,242,7.81,431,13.9,540,0.56,0.45
2003,25,Florida,31,241,7.77,415,13.39,524,0.58,0.46
2003,26,Tulsa,31,235,7.58,444,14.32,537,0.53,0.44
2003,27,Wagner,31,233,7.52,464,14.97,545,0.5,0.43
2003,28,Notre Dame,31,231,7.45,396,12.77,503,0.58,0.46
2003,29,Memphis,29,214,7.38,400,13.79,544,0.54,0.39
2003,30,Austin Peay,30,220,7.33,458,15.27,550,0.48,0.4
2003,31,Central Michigan,30,220,7.33,538,17.93,625,0.41,0.35
2003,32,Saint Joseph's,29,209,7.21,375,12.93,544,0.56,0.38
2003,33,Louisville,30,216,7.2,401,13.37,680,0.54,0.32
2003,34,UNC Asheville,30,216,7.2,491,16.37,578,0.44,0.37
2003,35,Pennsylvania,27,194,7.19,351,13,480,0.55,0.4
2003,36,Purdue,28,201,7.18,387,13.82,555,0.52,0.36
2003,37,Western Kentucky,32,228,7.13,483,15.09,592,0.47,0.39
2003,38,Illinois,29,205,7.07,386,13.31,557,0.53,0.37
2003,39,Wisconsin,29,202,6.97,305,10.52,430,0.66,0.47
2003,40,BYU,31,214,6.9,425,13.71,664,0.5,0.32
2003,41,Oklahoma,29,200,6.9,344,11.86,549,0.58,0.36
2003,42,Vermont,32,220,6.88,462,14.44,504,0.48,0.44
2003,43,Gonzaga,31,211,6.81,451,14.55,578,0.47,0.37
2003,44,Weber State,31,207,6.68,392,12.65,581,0.53,0.36
2003,45,Alabama,28,185,6.61,372,13.29,505,0.5,0.37
2003,46,California,29,190,6.55,411,14.17,496,0.46,0.38
2003,47,Wake Forest,29,186,6.41,438,15.1,536,0.42,0.35
2003,48,Butler,30,192,6.4,319,10.63,484,0.6,0.4
2003,49,Texas,28,179,6.39,376,13.43,570,0.48,0.31
2003,50,Michigan State,31,198,6.39,451,14.55,621,0.44,0.32
2003,51,Colorado,31,190,6.13,434,14,549,0.44,0.35
2003,52,Marquette,28,168,6,380,13.57,522,0.44,0.32
2003,53,UConn,30,178,5.93,474,15.8,552,0.38,0.32
2003,54,Missouri,30,175,5.83,409,13.63,512,0.43,0.34
2003,55,Xavier,31,177,5.71,398,12.84,483,0.44,0.37
2003,56,Stanford,31,171,5.52,444,14.32,574,0.39,0.3
2003,57,San Diego,29,159,5.48,525,18.1,584,0.3,0.27
2003,58,Colorado State,32,174,5.44,534,16.69,663,0.33,0.26
2003,59,Dayton,29,156,5.38,386,13.31,510,0.4,0.31
2003,60,Arizona State,30,159,5.3,417,13.9,584,0.38,0.27
2003,61,Cincinnati,28,145,5.18,297,10.61,531,0.49,0.27
2003,62,Utah State,32,162,5.06,393,12.28,513,0.41,0.32
2003,63,Utah,31,149,4.81,396,12.77,618,0.38,0.24
2003,64,Indiana,33,147,4.45,382,11.58,601,0.38,0.24
2002,1,St. John's,31,319,10.29,471,15.19,617,0.68,0.52
2002,2,Valparaiso,32,327,10.22,418,13.06,544,0.78,0.6
2002,3,Kansas,32,321,10.03,526,16.44,575,0.61,0.56
2002,4,Duke,32,318,9.94,451,14.09,600,0.71,0.53
2002,5,Florida,30,297,9.9,446,14.87,559,0.67,0.53
2002,6,Florida Atlantic,30,288,9.6,463,15.43,584,0.62,0.49
2002,7,Oklahoma,31,287,9.26,386,12.45,606,0.74,0.47
2002,8,USC,31,282,9.1,373,12.03,604,0.76,0.47
2002,9,Miami,31,282,9.1,449,14.48,561,0.63,0.5
2002,10,Georgia,30,266,8.87,428,14.27,506,0.62,0.53
2002,11,McNeese,29,250,8.62,458,15.79,559,0.55,0.45
2002,12,Marquette,32,270,8.44,444,13.88,581,0.61,0.46
