Year,RK,Team,GP,OFF,ORPG,DEF,DRPG,REB,RPG
2021,1,North Carolina,28,445,15.9,764,27.3,1209,43.2
2021,2,Texas Southern,24,298,12.4,700,29.2,998,41.6
2021,3,Houston,27,387,14.3,723,26.8,1110,41.1
2021,4,Utah State,28,353,12.6,789,28.2,1142,40.8
2021,5,Alabama,30,372,12.4,843,28.1,1215,40.5
2021,6,Illinois,29,313,10.8,859,29.6,1172,40.4
2021,7,Winthrop,24,313,13,653,27.2,966,40.3
2021,8,Georgetown,25,292,11.7,713,28.5,1005,40.2
2021,9,Iowa,29,327,11.3,837,28.9,1164,40.1
2021,10,Grand Canyon,23,248,10.8,673,29.3,921,40
2021,11,Arkansas,28,335,12,784,28,1119,40
2021,12,Colgate,15,146,9.7,450,30,596,39.7
2021,13,USC,29,356,12.3,789,27.2,1145,39.5
2021,14,BYU,26,247,9.5,777,29.9,1024,39.4
2021,15,UNC Greensboro,29,377,13,765,26.4,1142,39.4
2021,16,Texas,26,286,11,719,27.7,1005,38.7
2021,17,Oklahoma State,28,310,11.1,771,27.5,1081,38.6
2021,18,LSU,27,310,11.5,724,26.8,1034,38.3
2021,19,West Virginia,27,365,13.5,665,24.6,1030,38.1
2021,20,UConn,22,291,13.2,548,24.9,839,38.1
2021,21,Wichita State,21,252,12,547,26,799,38
2021,22,Kansas,28,319,11.4,745,26.6,1064,38
2021,23,Gonzaga,26,249,9.6,737,28.3,986,37.9
2021,24,Michigan State,27,294,10.9,721,26.7,1015,37.6
2021,25,Purdue,27,294,10.9,721,26.7,1015,37.6
2021,26,Morehead State,30,309,10.3,816,27.2,1125,37.5
2021,27,Iona,17,189,11.1,448,26.4,637,37.5
2021,28,Michigan,24,219,9.1,680,28.3,899,37.5
2021,29,Florida State,22,257,11.7,565,25.7,822,37.4
2021,30,Mount St. Mary's,22,239,10.9,582,26.5,821,37.3
2021,31,St. Bonaventure,20,229,11.5,516,25.8,745,37.3
2021,32,Norfolk State,23,241,10.5,609,26.5,850,37
2021,33,Baylor,24,309,12.9,566,23.6,875,36.5
2021,34,Abilene Christian,27,309,11.4,671,24.9,980,36.3
2021,35,Oklahoma,25,247,9.9,660,26.4,907,36.3
2021,36,Ohio State,30,292,9.7,794,26.5,1086,36.2
2021,37,Creighton,28,237,8.5,774,27.6,1011,36.1
2021,38,Drake,29,300,10.3,743,25.6,1043,36
2021,39,Appalachian State,28,308,11,699,25,1007,36
2021,40,Tennessee,26,282,10.8,653,25.1,935,36
2021,41,San Diego State,27,264,9.8,706,26.1,970,35.9
2021,42,Syracuse,25,274,11,622,24.9,896,35.8
2021,43,Missouri,25,248,9.9,644,25.8,892,35.7
2021,44,Eastern Washington,23,177,7.7,638,27.7,815,35.4
2021,45,Rutgers,26,254,9.8,664,25.5,918,35.3
2021,46,Oral Roberts,26,219,8.4,696,26.8,915,35.2
2021,47,UC Santa Barbara,26,245,9.4,670,25.8,915,35.2
2021,48,Florida,23,231,10,578,25.1,809,35.2
2021,49,Virginia Tech,21,198,9.4,540,25.7,738,35.1
2021,50,Texas Tech,27,317,11.7,631,23.4,948,35.1
2021,51,Colorado,30,296,9.9,754,25.1,1050,35
2021,52,UCLA,26,258,9.9,652,25.1,910,35
2021,53,Cleveland State,26,279,10.7,631,24.3,910,35
2021,54,Ohio,23,226,9.8,575,25,801,34.8
2021,55,Villanova,22,211,9.6,544,24.7,755,34.3
2021,56,VCU,26,242,9.3,648,24.9,890,34.2
2021,57,Drexel,19,168,8.8,477,25.1,645,33.9
2021,58,Oregon State,29,299,10.3,678,23.4,977,33.7
2021,59,Wisconsin,29,240,8.3,733,25.3,973,33.6
2021,60,Liberty,28,199,7.1,737,26.3,936,33.4
2021,61,North Texas,26,223,8.6,643,24.7,866,33.3
2021,62,Maryland,29,188,6.5,777,26.8,965,33.3
2021,63,Hartford,23,187,8.1,576,25,763,33.2
2021,64,Oregon,26,239,9.2,620,23.8,859,33
2021,65,Clemson,23,198,8.6,553,24,751,32.7
2021,66,Loyola Chicago,28,204,7.3,710,25.4,914,32.6
2021,67,Virginia,24,157,6.5,605,25.2,762,31.8
2021,68,Georgia Tech,25,204,8.2,566,22.6,770,30.8
2019,1,North Carolina,33,431,13.1,1006,30.5,1437,43.5
2019,2,Duke,34,455,13.4,965,28.4,1420,41.8
2019,3,Houston,33,408,12.4,950,28.8,1358,41.2
2019,4,Buffalo,34,431,12.7,966,28.4,1397,41.1
2019,5,Michigan State,33,357,10.8,996,30.2,1353,41
2019,6,UC Irvine,35,412,11.8,999,28.5,1411,40.3
2019,7,Utah State,34,368,10.8,1000,29.4,1368,40.2
2019,8,Arizona State,32,389,12.2,890,27.8,1279,40
2019,9,Saint Louis,34,469,13.8,883,26,1352,39.8
2019,10,Maryland,32,351,11,902,28.2,1253,39.2
2019,11,Old Dominion,34,408,12,916,26.9,1324,38.9
2019,12,Yale,28,245,8.8,845,30.2,1090,38.9
2019,13,Belmont,31,277,8.9,928,29.9,1205,38.9
2019,14,LSU,32,432,13.5,809,25.3,1241,38.8
2019,15,Gonzaga,33,315,9.5,960,29.1,1275,38.6
2019,16,Kentucky,33,383,11.6,885,26.8,1268,38.4
2019,17,New Mexico State,34,436,12.8,868,25.5,1304,38.4
2019,18,Louisville,33,339,10.3,923,28,1262,38.2
2019,19,Marquette,33,317,9.6,939,28.5,1256,38.1
2019,20,Kansas,34,353,10.4,941,27.7,1294,38.1
2019,21,Baylor,32,429,13.4,787,24.6,1216,38
2019,22,Murray State,31,336,10.8,839,27.1,1175,37.9
2019,23,Tennessee,33,344,10.4,900,27.3,1244,37.7
2019,24,Oklahoma,32,295,9.2,908,28.4,1203,37.6
2019,25,Florida State,34,389,11.4,882,25.9,1271,37.4
2019,26,North Carolina Central,33,389,11.8,844,25.6,1233,37.4
2019,27,Nevada,33,307,9.3,926,28.1,1233,37.4
2019,28,Northern Kentucky,34,361,10.6,898,26.4,1259,37
2019,29,Minnesota,34,389,11.4,870,25.6,1259,37
2019,30,Purdue,32,391,12.2,786,24.6,1177,36.8
2019,31,VCU,32,347,10.8,830,25.9,1177,36.8
2019,32,UCF,31,304,9.8,835,26.9,1139,36.7
2019,33,Cincinnati,33,424,12.8,769,23.3,1193,36.2
2019,34,Seton Hall,33,351,10.6,832,25.2,1183,35.8
2019,35,Mississippi State,33,385,11.7,796,24.1,1181,35.8
2019,36,Iowa,33,341,10.3,838,25.4,1179,35.7
2019,37,Colgate,34,323,9.5,886,26.1,1209,35.6
2019,38,Wofford,33,350,10.6,820,24.8,1170,35.5
2019,39,Villanova,34,357,10.5,847,24.9,1204,35.4
2019,40,Wisconsin,33,269,8.2,893,27.1,1162,35.2
2019,41,Vermont,33,307,9.3,854,25.9,1161,35.2
2019,42,Iowa State,34,320,9.4,876,25.8,1196,35.2
2019,43,Michigan,33,279,8.5,877,26.6,1156,35
2019,44,Syracuse,33,356,10.8,792,24,1148,34.8
2019,45,Ohio State,33,310,9.4,837,25.4,1147,34.8
2019,46,Saint Mary's,33,324,9.8,822,24.9,1146,34.7
2019,47,Virginia,32,284,8.9,824,25.8,1108,34.6
2019,48,Auburn,34,409,12,763,22.4,1172,34.5
2019,49,Oregon,35,340,9.7,865,24.7,1205,34.4
2019,50,Iona,32,283,8.8,818,25.6,1101,34.4
2019,51,Bradley,34,314,9.2,855,25.1,1169,34.4
2019,52,Gardner-Webb,34,269,7.9,900,26.5,1169,34.4
2019,53,Ole Miss,32,315,9.8,783,24.5,1098,34.3
2019,54,Temple,32,311,9.7,786,24.6,1097,34.3
2019,55,Texas Tech,32,283,8.8,814,25.4,1097,34.3
2019,56,Montana,34,293,8.6,853,25.1,1146,33.7
2019,57,Florida,34,361,10.6,777,22.9,1138,33.5
2019,58,Kansas State,33,312,9.5,786,23.8,1098,33.3
2019,59,Abilene Christian,33,325,9.8,768,23.3,1093,33.1
2019,60,Prairie View A&M,34,383,11.3,742,21.8,1125,33.1
2019,61,Fairleigh Dickinson,33,308,9.3,777,23.5,1085,32.9
2019,62,Liberty,34,265,7.8,849,25,1114,32.8
2019,63,Georgia State,32,263,8.2,784,24.5,1047,32.7
2019,64,Virginia Tech,32,285,8.9,758,23.7,1043,32.6
2019,65,St. John's,33,252,7.6,822,24.9,1074,32.5
2019,66,Northeastern,33,230,7,818,24.8,1048,31.8
2019,67,Washington,34,322,9.5,752,22.1,1074,31.6
2019,68,North Dakota State,33,218,6.6,823,24.9,1041,31.5
2018,1,North Carolina,35,492,14.1,995,28.4,1487,42.5
2018,2,Duke,33,447,13.5,935,28.3,1382,41.9
2018,3,New Mexico State,33,419,12.7,949,28.8,1368,41.5
2018,4,Texas A&M,32,402,12.6,920,28.8,1322,41.3
2018,5,Michigan State,33,365,11.1,983,29.8,1348,40.8
2018,6,Wichita State,32,389,12.2,907,28.3,1296,40.5
2018,7,Gonzaga,34,376,11.1,981,28.9,1357,39.9
2018,8,Cincinnati,33,435,13.2,855,25.9,1290,39.1
2018,9,Buffalo,34,408,12,918,27,1326,39
2018,10,South Dakota State,34,302,8.9,1023,30.1,1325,39
2018,11,Lipscomb,32,340,10.6,907,28.3,1247,39
2018,12,Houston,32,382,11.9,862,26.9,1244,38.9
2018,13,Kentucky,33,400,12.1,880,26.7,1280,38.8
2018,14,UCLA,32,330,10.3,911,28.5,1241,38.8
2018,15,Xavier,33,322,9.8,945,28.6,1267,38.4
2018,16,Oklahoma,31,322,10.4,864,27.9,1186,38.3
2018,17,Seton Hall,32,390,12.2,832,26,1222,38.2
2018,8,Auburn,32,388,12.1,833,26,1221,38.2
2018,19,Iowa,33,391,11.8,867,26.3,1258,38.1
2018,20,Long Island University,34,364,10.7,931,27.4,1295,38.1
2018,21,Florida State,31,363,11.7,816,26.3,1179,38
2018,22,North Carolina Central,34,395,11.6,898,26.4,1293,38
2018,23,Pennsylvania,31,275,8.9,901,29.1,1176,37.9
2018,24,West Virginia,34,476,14,812,23.9,1288,37.9
2018,25,San Diego State,32,355,11.1,851,26.6,1206,37.7
2018,26,Syracuse,33,399,12.1,836,25.3,1235,37.4
2018,27,UNC Greensboro,34,406,11.9,857,25.2,1263,37.1
2018,28,Montana,33,394,11.9,831,25.2,1225,37.1
2018,29,Murray State,31,327,10.5,823,26.5,1150,37.1
2018,30,Missouri,32,327,10.2,858,26.8,1185,37
2018,31,Bucknell,34,318,9.4,935,27.5,1253,36.9
2018,32,Arizona,34,341,10,905,26.6,1246,36.6
2018,33,Ohio State,32,311,9.7,861,26.9,1172,36.6
2018,34,TCU,32,360,11.3,806,25.2,1166,36.4
2018,35,Alabama,34,341,10,893,26.3,1234,36.3
2018,26,Wright State,34,346,10.2,888,26.1,1234,36.3
2018,27,Creighton,32,232,7.3,929,29,1161,36.3
2018,38,Marshall,34,276,8.1,956,28.1,1232,36.2
2018,39,Tennessee,32,367,11.5,792,24.8,1159,36.2
2018,40,Texas Southern,34,350,10.3,880,25.9,1230,36.2
2018,41,Nevada,34,322,9.5,903,26.6,1225,36
2018,42,Texas Tech,33,363,11,823,24.9,1186,35.9
2018,43,Providence,34,364,10.7,857,25.2,1221,35.9
2018,44,North Carolina A&T,34,341,10,877,25.8,1218,35.8
2018,45,Stephen F. Austin,34,397,11.7,820,24.1,1217,35.8
2018,46,Texas,33,349,10.6,832,25.2,1181,35.8
2018,47,NC State,32,390,12.2,752,23.5,1142,35.7
2018,48,Villanova,34,319,9.4,891,26.2,1210,35.6
2018,49,St. Bonaventure,32,331,10.3,807,25.2,1138,35.6
2018,50,Clemson,32,287,9,848,26.5,1135,35.5
2018,51,Arizona State,31,307,9.9,785,25.3,1092,35.2
2018,52,Kansas,34,325,9.6,872,25.6,1197,35.2
2018,53,CSU Fullerton,31,275,8.9,814,26.3,1089,35.1
2018,54,Florida,32,345,10.8,779,24.3,1124,35.1
2018,55,Purdue,34,287,8.4,904,26.6,1191,35
2018,56,Miami,31,309,10,771,24.9,1080,34.8
2018,57,UMBC,34,338,9.9,846,24.9,1184,34.8
2018,58,Arkansas,34,346,10.2,836,24.6,1182,34.8
2018,59,Radford,34,393,11.6,785,23.1,1178,34.6
2018,60,Rhode Island,31,350,11.3,714,23,1064,34.3
2018,61,Georgia State,33,295,8.9,830,25.2,1125,34.1
2018,62,Butler,33,304,9.2,818,24.8,1122,34
2018,63,Iona,33,281,8.5,834,25.3,1115,33.8
2018,64,Michigan,35,300,8.6,866,24.7,1166,33.3
2018,65,Charleston,33,280,8.5,809,24.5,1089,33
2018,66,Virginia Tech,32,236,7.4,820,25.6,1056,33
2018,67,Davidson,31,215,6.9,803,25.9,1018,32.8
2018,68,Virginia,33,277,8.4,801,24.3,1078,32.7
2018,69,Loyola Chicago,33,209,6.3,858,26,1067,32.3
2018,70,Kansas State,33,270,8.2,739,22.4,1009,30.6
2017,1,North Carolina,34,537,15.8,942,27.7,1479,43.5
2017,2,Wichita State,34,406,11.9,982,28.9,1388,40.8
2017,3,Kent State,35,524,15,892,25.5,1416,40.5
2017,4,Gonzaga,33,309,9.4,1021,30.9,1330,40.3
2017,5,Kentucky,34,428,12.6,938,27.6,1366,40.2
2017,6,Minnesota,33,374,11.3,943,28.6,1317,39.9
2017,7,New Mexico State,33,427,12.9,885,26.8,1312,39.8
2017,8,Louisville,32,426,13.3,844,26.4,1270,39.7
2017,9,Seton Hall,32,418,13.1,848,26.5,1266,39.6
2017,10,UCLA,33,322,9.8,972,29.5,1294,39.2
2017,11,Nevada,34,376,11.1,947,27.9,1323,38.9
2017,12,Kansas,32,385,12,858,26.8,1243,38.8
2017,12,North Carolina Central,33,388,11.8,893,27.1,1281,38.8
2017,14,SMU,34,406,11.9,898,26.4,1304,38.4
2017,15,Baylor,32,412,12.9,805,25.2,1217,38
2017,16,Purdue,32,315,9.8,899,28.1,1214,37.9
2017,17,Florida State,33,389,11.8,856,25.9,1245,37.7
2017,18,Florida Gulf Coast,33,372,11.3,871,26.4,1243,37.7
2017,19,Northern Kentucky,34,378,11.1,901,26.5,1279,37.6
2017,20,Xavier,34,415,12.2,863,25.4,1278,37.6
2017,21,Rhode Island,33,392,11.9,843,25.5,1235,37.4
2017,22,Winthrop,32,313,9.8,884,27.6,1197,37.4
2017,23,Florida,32,370,11.6,825,25.8,1195,37.3
2017,24,Wisconsin,34,420,12.4,849,25,1269,37.3
2017,25,West Virginia,34,487,14.3,781,23,1268,37.3
2017,26,Cincinnati,34,421,12.4,843,24.8,1264,37.2
2017,27,Troy,36,396,11,934,25.9,1330,36.9
2017,28,Arizona,34,350,10.3,900,26.5,1250,36.8
2017,29,Wake Forest,32,342,10.7,834,26.1,1176,36.8
2017,30,Oklahoma State,32,438,13.7,737,23,1175,36.7
2017,31,Michigan State,33,313,9.5,898,27.2,1211,36.7
2017,32,VCU,34,375,11,871,25.6,1246,36.6
2017,33,East Tennessee State,34,344,10.1,893,26.3,1237,36.4
2017,34,Oregon,34,355,10.4,882,25.9,1237,36.4
2017,35,Duke,35,366,10.5,905,25.9,1271,36.3
2017,36,South Carolina,32,401,12.5,760,23.8,1161,36.3
2017,37,Arkansas,34,385,11.3,848,24.9,1233,36.3
2017,38,Northwestern,34,366,10.8,865,25.4,1231,36.2
2017,39,USC,33,356,10.8,835,25.3,1191,36.1
2017,40,Miami,32,354,11.1,799,25,1153,36
2017,41,Iona,34,326,9.6,898,26.4,1224,36
2017,42,North Dakota,31,288,9.3,826,26.6,1114,35.9
2017,43,Jacksonville State,34,351,10.3,870,25.6,1221,35.9
2017,44,UNC Wilmington,34,408,12,813,23.9,1221,35.9
2017,45,Maryland,32,344,10.8,804,25.1,1148,35.9
2017,46,New Orleans,31,376,12.1,736,23.7,1112,35.9
2017,47,UC Davis,34,349,10.3,863,25.4,1212,35.6
2017,48,Saint Mary's,32,308,9.6,832,26,1140,35.6
2017,49,Middle Tennessee,34,337,9.9,871,25.6,1208,35.5
2017,50,Texas Southern,34,395,11.6,804,23.6,1199,35.3
2017,51,South Dakota State,34,307,9,883,26,1190,35
2017,52,Iowa State,33,308,9.3,845,25.6,1153,34.9
2017,53,Creighton,34,278,8.2,908,26.7,1186,34.9
2017,54,Vanderbilt,34,279,8.2,899,26.4,1178,34.6
2017,55,Dayton,31,267,8.6,801,25.8,1068,34.5
2017,56,Bucknell,34,293,8.6,878,25.8,1171,34.4
2017,57,Vermont,34,318,9.4,846,24.9,1164,34.2
2017,58,Notre Dame,34,317,9.3,831,24.4,1148,33.8
2017,59,Providence,32,287,9,786,24.6,1073,33.5
2017,60,Princeton,29,240,8.3,729,25.1,969,33.4
2017,61,Villanova,34,291,8.6,843,24.8,1134,33.4
2017,62,Marquette,31,274,8.8,757,24.4,1031,33.3
2017,63,Virginia,32,282,8.8,772,24.1,1054,32.9
2017,64,Kansas State,33,314,9.5,767,23.2,1081,32.8
2017,65,Virginia Tech,32,234,7.3,807,25.2,1041,32.5
2017,66,Butler,31,272,8.8,721,23.3,993,32
2017,67,Mount St. Mary's,34,260,7.6,769,22.6,1029,30.3
2017,68,Michigan,35,263,7.5,766,21.9,1029,29.4
2016,1,Colorado,33,437,13.2,963,29.2,1400,42.4
2016,2,Michigan State,33,407,12.3,976,29.6,1383,41.9
2016,3,Hampton,31,438,14.1,853,27.5,1291,41.6
2016,4,Purdue,33,390,11.8,971,29.4,1361,41.2
2016,5,Xavier,32,418,13.1,894,27.9,1312,41
2016,6,North Carolina,34,477,14,916,26.9,1393,41
2016,7,Yale,28,379,13.5,752,26.9,1131,40.4
2016,8,Arizona,33,384,11.6,944,28.6,1328,40.2
2016,9,Florida Gulf Coast,33,392,11.9,935,28.3,1327,40.2
2016,10,Seton Hall,33,425,12.9,896,27.2,1321,40
2016,11,California,33,374,11.3,945,28.6,1319,40
2016,12,Gonzaga,33,350,10.6,957,29,1307,39.6
2016,13,Stony Brook,32,400,12.5,866,27.1,1266,39.6
2016,14,USC,33,396,12,906,27.5,1302,39.5
2016,15,Cincinnati,32,432,13.5,828,25.9,1260,39.4
2016,16,West Virginia,34,541,15.9,791,23.3,1332,39.2
2016,17,Buffalo,34,417,12.3,914,26.9,1331,39.1
2016,18,Kentucky,33,431,13.1,852,25.8,1283,38.9
2016,19,Green Bay,35,451,12.9,909,26,1360,38.9
2016,20,Texas A&M,33,419,12.7,863,26.2,1282,38.8
2016,21,Oklahoma,32,343,10.7,899,28.1,1242,38.8
2016,22,Saint Joseph's,33,340,10.3,937,28.4,1277,38.7
2016,23,Dayton,32,317,9.9,919,28.7,1236,38.6
2016,24,Vanderbilt,32,304,9.5,930,29.1,1234,38.6
2016,25,Iowa,31,369,11.9,821,26.5,1190,38.4
2016,26,CSU Bakersfield,32,401,12.5,825,25.8,1226,38.3
2016,27,Pittsburgh,32,410,12.8,812,25.4,1222,38.2
2016,28,South Dakota State,33,370,11.2,881,26.7,1251,37.9
2016,29,UNC Asheville,33,384,11.6,863,26.2,1247,37.8
2016,30,Kansas,34,361,10.6,922,27.1,1283,37.7
2016,31,UNC Wilmington,32,384,12,819,25.6,1203,37.6
2016,32,Fresno State,34,404,11.9,874,25.7,1278,37.6
2016,33,VCU,33,413,12.5,824,25,1237,37.5
2016,34,Weber State,34,291,8.6,983,28.9,1274,37.5
2016,35,Wichita State,32,373,11.7,826,25.8,1199,37.5
2016,36,Hawai'i,32,342,10.7,856,26.8,1198,37.4
2016,37,Baylor,33,453,13.7,781,23.7,1234,37.4
2016,38,Indiana,32,385,12,811,25.3,1196,37.4
2016,39,Utah,34,328,9.6,942,27.7,1270,37.4
2016,40,Middle Tennessee,33,341,10.3,879,26.6,1220,37
2016,41,Iona,32,339,10.6,842,26.3,1181,36.9
2016,42,Austin Peay,35,407,11.6,882,25.2,1289,36.8
2016,43,Temple,32,358,11.2,818,25.6,1176,36.8
2016,44,Providence,33,385,11.7,822,24.9,1207,36.6
2016,45,UConn,33,319,9.7,887,26.9,1206,36.5
2016,46,Butler,31,354,11.4,775,25,1129,36.4
2016,47,Duke,33,404,12.2,795,24.1,1199,36.3
2016,48,Oregon,34,399,11.7,830,24.4,1229,36.1
2016,49,Iowa State,32,291,9.1,863,27,1154,36.1
2016,50,Notre Dame,32,349,10.9,805,25.2,1154,36.1
2016,51,Southern,34,356,10.5,869,25.6,1225,36
2016,52,Chattanooga,34,372,10.9,846,24.9,1218,35.8
2016,53,Villanova,34,315,9.3,896,26.4,1211,35.6
2016,54,Syracuse,32,378,11.8,759,23.7,1137,35.5
2016,55,Maryland,33,304,9.2,867,26.3,1171,35.5
2016,56,Stephen F. Austin,32,380,11.9,750,23.4,1130,35.3
2016,57,Tulsa,31,313,10.1,773,24.9,1086,35
2016,58,Wisconsin,32,366,11.4,751,23.5,1117,34.9
2016,59,Miami,32,310,9.7,802,25.1,1112,34.8
2016,60,Oregon State,31,330,10.6,743,24,1073,34.6
2016,61,Texas,32,352,11,753,23.5,1105,34.5
2016,62,Texas Tech,31,320,10.3,739,23.8,1059,34.2
2016,63,Little Rock,32,293,9.2,788,24.6,1081,33.8
2016,64,Fairleigh Dickinson,32,338,10.6,736,23,1074,33.6
2016,65,Michigan,34,267,7.9,822,24.2,1089,32
2016,66,Virginia,33,296,9,756,22.9,1052,31.9
2016,67,Holy Cross,33,269,8.2,725,22,994,30.1
2016,68,Northern Iowa,34,183,5.4,839,24.7,1022,30.1
2015,1,North Carolina,35,488,13.9,948,27.1,1436,41
2015,2,Coastal Carolina,33,440,13.3,873,26.5,1313,39.8
2015,3,Texas,33,410,12.4,900,27.3,1310,39.7
2015,4,LSU,32,388,12.1,866,27.1,1254,39.2
2015,5,Baylor,33,485,14.7,808,24.5,1293,39.2
2015,6,BYU,34,415,12.2,895,26.3,1310,38.5
2015,7,Buffalo,32,412,12.9,818,25.6,1230,38.4
2015,8,Kentucky,34,439,12.9,859,25.3,1298,38.2
2015,9,Louisville,32,413,12.9,808,25.3,1221,38.2
2015,10,Oklahoma,32,351,11,868,27.1,1219,38.1
2015,11,Georgia,32,348,10.9,868,27.1,1216,38
2015,12,UCLA,33,406,12.3,847,25.7,1253,38
2015,13,Kansas,34,402,11.8,888,26.1,1290,37.9
2015,14,Gonzaga,34,347,10.2,940,27.6,1287,37.9
2015,15,NC State,33,400,12.1,849,25.7,1249,37.8
2015,16,Valparaiso,33,386,11.7,859,26,1245,37.7
2015,17,Iowa,32,401,12.5,805,25.2,1206,37.7
2015,18,Michigan State,34,390,11.5,891,26.2,1281,37.7
2015,19,Ole Miss,32,397,12.4,805,25.2,1202,37.6
2015,20,Duke,33,401,12.2,831,25.2,1232,37.3
2015,21,Arizona,34,368,10.8,898,26.4,1266,37.2
2015,22,Hampton,33,404,12.2,820,24.8,1224,37.1
2015,23,West Virginia,32,539,16.8,638,19.9,1177,36.8
2015,24,Butler,32,390,12.2,785,24.5,1175,36.7
2015,25,SMU,33,378,11.5,833,25.2,1211,36.7
2015,26,UAB,34,403,11.9,841,24.7,1244,36.6
2015,27,Oregon,34,359,10.6,877,25.8,1236,36.4
2015,28,Purdue,33,388,11.8,810,24.5,1198,36.3
2015,29,Virginia,32,329,10.3,829,25.9,1158,36.2
2015,30,Providence,33,398,12.1,791,24,1189,36
2015,31,Indiana,33,395,12,792,24,1187,36
2015,32,Davidson,31,325,10.5,789,25.5,1114,35.9
2015,33,Iowa State,33,314,9.5,870,26.4,1184,35.9
2015,34,Ohio State,33,372,11.3,811,24.6,1183,35.8
2015,35,Arkansas,34,442,13,774,22.8,1216,35.8
2015,36,Wichita State,32,380,11.9,758,23.7,1138,35.6
2015,37,New Mexico State,33,414,12.5,756,22.9,1170,35.5
2015,38,VCU,35,431,12.3,809,23.1,1240,35.4
2015,39,UC Irvine,33,320,9.7,849,25.7,1169,35.4
2015,40,St. John's,32,329,10.3,803,25.1,1132,35.4
2015,41,San Diego State,34,413,12.1,784,23.1,1197,35.2
2015,42,Georgetown,31,347,11.2,742,23.9,1089,35.1
2015,43,Maryland,33,302,9.2,855,25.9,1157,35.1
2015,44,Utah,32,296,9.3,821,25.7,1117,34.9
2015,45,Xavier,34,340,10,844,24.8,1184,34.8
2015,46,Stephen F. Austin,33,402,12.2,745,22.6,1147,34.8
2015,47,North Florida,34,326,9.6,851,25,1177,34.6
2015,48,Texas Southern,34,386,11.4,788,23.2,1174,34.5
2015,49,Harvard,29,304,10.5,695,24,999,34.4
2015,50,Villanova,34,351,10.3,819,24.1,1170,34.4
2015,51,Cincinnati,32,351,11,744,23.3,1095,34.2
2015,52,Eastern Washington,34,341,10,814,23.9,1155,34
2015,53,Wisconsin,34,322,9.5,823,24.2,1145,33.7
2015,54,Albany,32,320,10,756,23.6,1076,33.6
2015,55,North Dakota State,32,271,8.5,803,25.1,1074,33.6
2015,56,Robert Morris,33,344,10.4,759,23,1103,33.4
2015,57,Belmont,32,301,9.4,763,23.8,1064,33.3
2015,58,Northeastern,34,284,8.4,843,24.8,1127,33.1
2015,59,Boise State,33,286,8.7,800,24.2,1086,32.9
2015,60,Georgia State,33,309,9.4,773,23.4,1082,32.8
2015,61,Notre Dame,34,283,8.3,831,24.4,1114,32.8
2015,62,Oklahoma State,31,278,9,730,23.5,1008,32.5
2015,63,Wofford,34,310,9.1,792,23.3,1102,32.4
2015,64,Manhattan,32,333,10.4,691,21.6,1024,32
2015,65,Dayton,33,245,7.4,796,24.1,1041,31.5
2015,66,Lafayette,32,272,8.5,720,22.5,992,31
2015,67,Northern Iowa,33,239,7.2,778,23.6,1017,30.8
2015,68,Wyoming,34,212,6.2,813,23.9,1025,30.1
2014,1,Texas,33,497,15.1,881,26.7,1378,41.8
2014,2,Kentucky,33,486,14.7,877,26.6,1363,41.3
2014,3,BYU,34,451,13.3,949,27.9,1400,41.2
2014,4,Iowa,32,440,13.8,862,26.9,1302,40.7
2014,5,North Carolina,32,450,14.1,822,25.7,1272,39.8
2014,6,Coastal Carolina,33,429,13,879,26.6,1308,39.6
2014,7,Arizona,34,428,12.6,894,26.3,1322,38.9
2014,8,Tennessee,33,452,13.7,829,25.1,1281,38.8
2014,9,Iowa State,33,337,10.2,943,28.6,1280,38.8
2014,10,Baylor,35,500,14.3,854,24.4,1354,38.7
2014,11,Wichita State,34,404,11.9,909,26.7,1313,38.6
2014,12,UMass,32,390,12.2,844,26.4,1234,38.6
2014,13,New Mexico,33,351,10.6,908,27.5,1259,38.2
2014,14,Kansas,33,389,11.8,869,26.3,1258,38.1
2014,15,Mercer,34,397,11.7,895,26.3,1292,38
2014,16,Louisiana,33,451,13.7,802,24.3,1253,38
2014,17,Louisville,34,466,13.7,822,24.2,1288,37.9
2014,18,VCU,33,468,14.2,782,23.7,1250,37.9
2014,19,San Diego State,33,434,13.2,815,24.7,1249,37.8
2014,20,Oklahoma,32,380,11.9,825,25.8,1205,37.7
2014,21,Memphis,32,404,12.6,800,25,1204,37.6
2014,22,Manhattan,32,408,12.8,795,24.8,1203,37.6
2014,23,Colorado,34,394,11.6,882,25.9,1276,37.5
2014,24,George Washington,32,378,11.8,818,25.6,1196,37.4
2014,25,New Mexico State,35,414,11.8,891,25.5,1305,37.3
2014,26,Villanova,32,361,11.3,826,25.8,1187,37.1
2014,27,Michigan State,33,362,11,860,26.1,1222,37
2014,28,Texas Southern,33,375,11.4,844,25.6,1219,36.9
2014,29,Providence,34,423,12.4,829,24.4,1252,36.8
2014,30,Delaware,34,378,11.1,862,25.4,1240,36.5
2014,31,Tulsa,33,356,10.8,842,25.5,1198,36.3
2014,32,Saint Louis,32,327,10.2,833,26,1160,36.3
2014,33,Pittsburgh,34,413,12.1,814,23.9,1227,36.1
2014,34,Cincinnati,33,441,13.4,749,22.7,1190,36.1
2014,35,Kansas State,32,397,12.4,755,23.6,1152,36
2014,36,Xavier,33,368,11.2,814,24.7,1182,35.8
2014,37,Saint Joseph's,32,310,9.7,835,26.1,1145,35.8
